# $E$ (mev)	Int (arb. units)	Err. bars (arb. units)
-2.679000e+02	2.535517e+00	2.721916e+00
-2.632000e+02	1.648615e+00	2.676011e+00
-2.585000e+02	1.646836e+00	2.676180e+00
-2.538000e+02	1.349256e+00	2.658691e+00
-2.491000e+02	2.735244e+00	2.736681e+00
-2.444000e+02	1.253439e+00	2.652481e+00
-2.397000e+02	6.211507e-02	2.586271e+00
-2.350000e+02	3.604921e-01	2.601979e+00
-2.303000e+02	7.556693e-01	2.624389e+00
-2.256000e+02	7.547065e-01	2.624178e+00
-2.209000e+02	3.592304e-01	2.602535e+00
-2.162000e+02	-5.289266e-01	2.553265e+00
-2.115000e+02	6.429517e-02	2.586168e+00
-2.068000e+02	2.626257e-01	2.596885e+00
-2.021000e+02	1.154408e+00	2.649007e+00
-1.974000e+02	8.577073e-01	2.631210e+00
-1.927000e+02	2.640911e-01	2.598159e+00
-1.880000e+02	-5.264436e-01	2.552949e+00
-1.833000e+02	-1.120310e+00	2.520173e+00
-1.786000e+02	-9.229078e-01	2.531381e+00
-1.739000e+02	1.054570e+00	2.641551e+00
-1.692000e+02	-3.429145e-02	2.580779e+00
-1.645000e+02	-5.286359e-01	2.553185e+00
-1.598000e+02	-3.314610e-01	2.564190e+00
-1.551000e+02	-9.227289e-01	2.531479e+00
-1.504000e+02	-3.156861e-02	2.582276e+00
-1.457000e+02	-3.298810e-01	2.564987e+00
-1.410000e+02	-5.276595e-01	2.552877e+00
-1.363000e+02	-4.281818e-01	2.557698e+00
-1.316000e+02	-6.264041e-01	2.547425e+00
-1.269000e+02	-2.310881e-01	2.568957e+00
-1.222000e+02	-9.236392e-01	2.530111e+00
-1.175000e+02	-3.379854e-02	2.579416e+00
-1.128000e+02	-7.256493e-01	2.541046e+00
-1.081000e+02	-1.122709e+00	2.519158e+00
-1.034000e+02	-3.329901e-01	2.563381e+00
-9.870000e+01	6.571898e-01	2.619429e+00
-9.400000e+01	2.234585e+00	2.708071e+00
-8.930000e+01	2.824365e+00	2.739932e+00
-8.460000e+01	1.245861e+00	2.652269e+00
-7.990000e+01	3.607959e-01	2.603223e+00
-7.520000e+01	-4.296998e-01	2.557890e+00
-7.050000e+01	-2.333172e-01	2.568336e+00
-6.580000e+01	6.324867e-02	2.584772e+00
-6.110000e+01	1.612398e-01	2.590663e+00
-5.640000e+01	-1.122128e+00	2.518909e+00
-5.170000e+01	-6.265658e-01	2.546772e+00
-4.700000e+01	-1.220217e+00	2.514072e+00
-4.230000e+01	-3.322589e-01	2.562871e+00
-3.760000e+01	6.577861e-01	2.618557e+00
-3.290000e+01	1.055513e+00	2.643148e+00
-2.820000e+01	3.323835e+00	2.761192e+00
-2.350000e+01	3.917820e+00	2.802133e+00
-1.880000e+01	7.772213e+00	3.018648e+00
-1.410000e+01	1.172723e+01	3.237126e+00
-9.400000e+00	2.171001e+01	3.785624e+00
-4.700000e+00	3.248014e+01	4.374090e+00
0.000000e+00	3.464722e+01	4.506372e+00
4.700000e+00	3.948552e+01	4.792244e+00
9.400000e+00	3.485068e+01	4.506969e+00
1.410000e+01	3.742400e+01	4.650973e+00
1.880000e+01	3.504945e+01	4.508257e+00
2.350000e+01	3.217830e+01	4.355616e+00
2.820000e+01	2.980301e+01	4.227274e+00
3.290000e+01	3.079756e+01	4.287527e+00
3.760000e+01	2.012271e+01	3.704090e+00
4.230000e+01	1.824544e+01	3.599954e+00
4.700000e+01	1.498310e+01	3.402737e+00
5.170000e+01	1.113177e+01	3.202843e+00
5.640000e+01	9.652154e+00	3.116213e+00
6.110000e+01	8.660827e+00	3.067737e+00
6.580000e+01	5.996920e+00	2.919223e+00
7.050000e+01	4.215518e+00	2.816836e+00
7.520000e+01	5.103783e+00	2.867291e+00
7.990000e+01	5.301521e+00	2.878499e+00
8.460000e+01	3.917430e+00	2.798082e+00
8.930000e+01	3.821534e+00	2.792577e+00
9.400000e+01	2.140569e+00	2.702308e+00
9.870000e+01	2.237224e+00	2.707691e+00
1.034000e+02	1.643136e+00	2.674040e+00
1.081000e+02	2.038525e+00	2.694926e+00
1.128000e+02	1.638919e-01	2.590198e+00
1.175000e+02	2.138208e+00	2.701442e+00
1.222000e+02	1.249719e+00	2.652167e+00
1.269000e+02	2.436748e+00	2.719020e+00
1.316000e+02	7.563997e-01	2.624513e+00
1.363000e+02	2.633821e-01	2.597821e+00
1.410000e+02	1.052602e+00	2.641111e+00
1.457000e+02	7.566383e-01	2.625570e+00
1.504000e+02	8.574677e-01	2.633378e+00
1.551000e+02	8.568850e-01	2.631443e+00
1.598000e+02	1.250384e+00	2.653655e+00
1.645000e+02	1.149466e+00	2.646390e+00
1.692000e+02	3.600721e-01	2.602510e+00
1.739000e+02	6.376086e-02	2.586250e+00
