# $E$ (ev)	Int (arb. units)
4.000000e-01	1.926060e+00
3.896607e-01	1.928825e+00
3.793215e-01	1.931590e+00
3.689822e-01	1.867574e+00
3.586430e-01	1.755599e+00
3.483037e-01	1.663982e+00
3.379645e-01	1.676089e+00
3.276252e-01	1.688196e+00
3.172859e-01	1.746596e+00
3.069467e-01	1.820751e+00
2.966074e-01	1.836312e+00
2.862682e-01	1.731897e+00
2.759289e-01	1.627482e+00
2.655897e-01	1.695568e+00
2.552504e-01	1.780681e+00
2.449111e-01	1.772207e+00
2.345719e-01	1.667172e+00
2.242326e-01	1.564736e+00
2.138934e-01	1.494707e+00
2.035541e-01	1.424678e+00
1.932149e-01	1.538508e+00
1.828756e-01	1.748645e+00
1.725363e-01	1.881880e+00
1.621971e-01	1.769284e+00
1.518578e-01	1.656688e+00
1.415186e-01	1.760595e+00
1.311793e-01	1.911927e+00
1.208401e-01	2.031821e+00
1.105008e-01	2.105016e+00
1.001616e-01	2.178212e+00
8.982229e-02	2.205636e+00
7.948304e-02	2.232334e+00
6.914378e-02	2.318346e+00
5.880452e-02	2.449764e+00
4.846527e-02	2.635317e+00
3.812601e-02	3.131434e+00
2.778675e-02	3.627551e+00
1.744750e-02	5.812023e+00
7.108239e-03	8.619472e+00
-3.231018e-03	1.052658e+01
-1.357027e-02	1.045295e+01
-2.390953e-02	1.037932e+01
-3.424879e-02	8.529703e+00
-4.458805e-02	6.470686e+00
-5.492730e-02	5.263603e+00
-6.526656e-02	4.992250e+00
-7.560582e-02	4.716137e+00
-8.594507e-02	4.363546e+00
-9.628433e-02	4.010955e+00
-1.066236e-01	3.802361e+00
-1.169628e-01	3.674544e+00
-1.273021e-01	3.568174e+00
-1.376414e-01	3.536674e+00
-1.479806e-01	3.505175e+00
-1.583199e-01	3.383292e+00
-1.686591e-01	3.239471e+00
-1.789984e-01	3.097239e+00
-1.893376e-01	2.957526e+00
-1.996769e-01	2.817813e+00
-2.100162e-01	2.836040e+00
-2.203554e-01	2.859363e+00
-2.306947e-01	2.927481e+00
-2.410339e-01	3.032135e+00
-2.513732e-01	3.094544e+00
-2.617124e-01	2.881120e+00
-2.720517e-01	2.667697e+00
-2.823910e-01	2.554130e+00
-2.927302e-01	2.480397e+00
-3.030695e-01	2.468855e+00
-3.134087e-01	2.604607e+00
-3.237480e-01	2.740359e+00
-3.340872e-01	2.930896e+00
-3.444265e-01	3.128981e+00
-3.547658e-01	3.282437e+00
-3.651050e-01	3.383698e+00
-3.754443e-01	3.460935e+00
-3.857835e-01	3.003058e+00
-3.961228e-01	2.545180e+00
-4.064620e-01	2.484764e+00
-4.168013e-01	2.662825e+00
-4.271405e-01	2.834821e+00
-4.374798e-01	2.983592e+00
-4.478191e-01	3.132362e+00
-4.581583e-01	3.282879e+00
-4.684976e-01	3.433863e+00
-4.788368e-01	3.475574e+00
-4.891761e-01	3.332096e+00
-4.995153e-01	3.188619e+00
-5.098546e-01	3.440164e+00
-5.201939e-01	3.711137e+00
-5.305331e-01	3.648346e+00
-5.408724e-01	3.295644e+00
-5.512116e-01	2.977122e+00
-5.615509e-01	2.916090e+00
-5.718901e-01	2.855058e+00
-5.822294e-01	2.794026e+00
-5.925687e-01	2.732994e+00
-6.029079e-01	2.704216e+00
-6.132472e-01	2.757866e+00
-6.235864e-01	2.811516e+00
