# $E$ (ev)	Int (arb. units)
4.000000e-01	1.752526e+00
3.896607e-01	1.713447e+00
3.793215e-01	1.837000e+00
3.689822e-01	2.094038e+00
3.586430e-01	2.307095e+00
3.483037e-01	2.229039e+00
3.379645e-01	2.150984e+00
3.276252e-01	1.967399e+00
3.172859e-01	1.741395e+00
3.069467e-01	1.568339e+00
2.966074e-01	1.521627e+00
2.862682e-01	1.474915e+00
2.759289e-01	1.503383e+00
2.655897e-01	1.542362e+00
2.552504e-01	1.513340e+00
2.449111e-01	1.404290e+00
2.345719e-01	1.311368e+00
2.242326e-01	1.591807e+00
2.138934e-01	1.872246e+00
2.035541e-01	1.846707e+00
1.932149e-01	1.636355e+00
1.828756e-01	1.526864e+00
1.725363e-01	1.807391e+00
1.621971e-01	2.087919e+00
1.518578e-01	2.110868e+00
1.415186e-01	2.064312e+00
1.311793e-01	2.023524e+00
1.208401e-01	1.992578e+00
1.105008e-01	1.961632e+00
1.001616e-01	2.123680e+00
8.982229e-02	2.295551e+00
7.948304e-02	2.346750e+00
6.914378e-02	2.292470e+00
5.880452e-02	2.269739e+00
4.846527e-02	2.488316e+00
3.812601e-02	2.706892e+00
2.778675e-02	4.449455e+00
1.744750e-02	6.852470e+00
7.108239e-03	8.864895e+00
-3.231018e-03	9.871388e+00
-1.357027e-02	1.087788e+01
-2.390953e-02	9.128198e+00
-3.424879e-02	6.936227e+00
-4.458805e-02	5.346587e+00
-5.492730e-02	4.511983e+00
-6.526656e-02	3.696886e+00
-7.560582e-02	3.618975e+00
-8.594507e-02	3.541063e+00
-9.628433e-02	3.382363e+00
-1.066236e-01	3.171535e+00
-1.169628e-01	2.965149e+00
-1.273021e-01	2.777719e+00
-1.376414e-01	2.590288e+00
-1.479806e-01	2.625768e+00
-1.583199e-01	2.727129e+00
-1.686591e-01	2.828472e+00
-1.789984e-01	2.929786e+00
-1.893376e-01	3.031099e+00
-1.996769e-01	2.818241e+00
-2.100162e-01	2.583879e+00
-2.203554e-01	2.361686e+00
-2.306947e-01	2.150817e+00
-2.410339e-01	1.977404e+00
-2.513732e-01	2.141095e+00
-2.617124e-01	2.304786e+00
-2.720517e-01	2.516374e+00
-2.823910e-01	2.750292e+00
-2.927302e-01	2.922421e+00
-3.030695e-01	2.922345e+00
-3.134087e-01	2.922268e+00
-3.237480e-01	2.625213e+00
-3.340872e-01	2.274137e+00
-3.444265e-01	2.199807e+00
-3.547658e-01	2.495146e+00
-3.651050e-01	2.786706e+00
-3.754443e-01	2.710100e+00
-3.857835e-01	2.633494e+00
-3.961228e-01	2.732134e+00
-4.064620e-01	2.951456e+00
-4.168013e-01	3.087392e+00
-4.271405e-01	2.828079e+00
-4.374798e-01	2.568766e+00
-4.478191e-01	2.419766e+00
-4.581583e-01	2.306323e+00
-4.684976e-01	2.310033e+00
-4.788368e-01	2.542909e+00
-4.891761e-01	2.775786e+00
-4.995153e-01	2.758452e+00
-5.098546e-01	2.719454e+00
-5.201939e-01	2.680456e+00
-5.305331e-01	2.641458e+00
-5.408724e-01	2.606224e+00
-5.512116e-01	2.611847e+00
-5.615509e-01	2.617470e+00
-5.718901e-01	2.623093e+00
-5.822294e-01	2.628716e+00
-5.925687e-01	2.674487e+00
-6.029079e-01	2.841711e+00
-6.132472e-01	3.008936e+00
-6.235864e-01	3.176160e+00
-6.339257e-01	3.343384e+00
-6.442649e-01	3.399924e+00
-6.546042e-01	3.298821e+00
-6.649435e-01	3.197718e+00
-6.752827e-01	3.096616e+00
-6.856220e-01	2.995513e+00
-6.959612e-01	3.037881e+00
-7.063005e-01	3.185617e+00
-7.166397e-01	3.333353e+00
-7.269790e-01	3.481089e+00
-7.373183e-01	3.628825e+00
-7.476575e-01	3.747778e+00
-7.579968e-01	3.856650e+00
-7.683360e-01	3.965522e+00
-7.786753e-01	4.074395e+00
-7.890145e-01	4.183267e+00
-7.993538e-01	4.063569e+00
-8.096931e-01	3.919790e+00
-8.200323e-01	3.776011e+00
-8.303716e-01	3.632232e+00
-8.407108e-01	3.501554e+00
-8.510501e-01	3.548339e+00
-8.613893e-01	3.595125e+00
-8.717286e-01	3.641910e+00
-8.820679e-01	3.688696e+00
-8.924071e-01	3.718250e+00
-9.027464e-01	3.691022e+00
-9.130856e-01	3.663794e+00
-9.234249e-01	3.636566e+00
-9.337641e-01	3.609338e+00
-9.441034e-01	3.605239e+00
-9.544426e-01	3.636288e+00
-9.647819e-01	3.667337e+00
-9.751212e-01	3.698386e+00
-9.854604e-01	3.729435e+00
-9.957997e-01	3.806265e+00
-1.006139e+00	3.918927e+00
-1.016478e+00	4.031590e+00
-1.026817e+00	4.144253e+00
-1.037157e+00	4.256915e+00
-1.047496e+00	4.132801e+00
-1.057835e+00	3.918875e+00
-1.068174e+00	3.704949e+00
-1.078514e+00	3.491024e+00
-1.088853e+00	3.277098e+00
-1.099192e+00	3.208416e+00
-1.109532e+00	3.157858e+00
-1.119871e+00	3.107299e+00
-1.130210e+00	3.056741e+00
-1.140549e+00	3.016931e+00
-1.150889e+00	3.168683e+00
-1.161228e+00	3.320436e+00
-1.171567e+00	3.472188e+00
-1.181906e+00	3.623940e+00
-1.192246e+00	3.730115e+00
-1.202585e+00	3.672015e+00
-1.212924e+00	3.613914e+00
-1.223263e+00	3.555813e+00
-1.233603e+00	3.497713e+00
-1.243942e+00	3.452970e+00
-1.254281e+00	3.429907e+00
-1.264620e+00	3.406844e+00
-1.274960e+00	3.383781e+00
-1.285299e+00	3.360718e+00
-1.295638e+00	3.297203e+00
-1.305977e+00	3.199957e+00
-1.316317e+00	3.102711e+00
-1.326656e+00	3.005465e+00
-1.336995e+00	2.908219e+00
-1.347334e+00	2.885421e+00
-1.357674e+00	2.893124e+00
-1.368013e+00	2.900828e+00
-1.378352e+00	2.908531e+00
-1.388691e+00	2.916234e+00
-1.399031e+00	2.995252e+00
-1.409370e+00	3.084603e+00
-1.419709e+00	3.173954e+00
-1.430048e+00	3.263305e+00
-1.440388e+00	3.347552e+00
-1.450727e+00	3.300791e+00
-1.461066e+00	3.254030e+00
-1.471405e+00	3.207268e+00
-1.481745e+00	3.160507e+00
-1.492084e+00	3.108253e+00
-1.502423e+00	3.034239e+00
-1.512763e+00	2.960226e+00
-1.523102e+00	2.886212e+00
-1.533441e+00	2.812199e+00
-1.543780e+00	2.786508e+00
-1.554120e+00	2.844660e+00
-1.564459e+00	2.902812e+00
-1.574798e+00	2.960964e+00
-1.585137e+00	3.019116e+00
-1.595477e+00	3.091743e+00
-1.605816e+00	3.177222e+00
-1.616155e+00	3.262701e+00
-1.626494e+00	3.348180e+00
-1.636834e+00	3.433659e+00
-1.647173e+00	3.377770e+00
-1.657512e+00	3.259476e+00
-1.667851e+00	3.141182e+00
-1.678191e+00	3.022888e+00
-1.688530e+00	2.904594e+00
-1.698869e+00	3.062438e+00
-1.709208e+00	3.266054e+00
-1.719548e+00	3.469670e+00
-1.729887e+00	3.673286e+00
-1.740226e+00	3.872792e+00
-1.750565e+00	3.888523e+00
-1.760905e+00	3.904255e+00
-1.771244e+00	3.919986e+00
-1.781583e+00	3.935718e+00
-1.791922e+00	3.896829e+00
-1.802262e+00	3.618803e+00
-1.812601e+00	3.340777e+00
-1.822940e+00	3.062751e+00
-1.833279e+00	2.784725e+00
-1.843619e+00	2.604931e+00
-1.853958e+00	2.607567e+00
-1.864297e+00	2.610204e+00
-1.874637e+00	2.612840e+00
-1.884976e+00	2.615476e+00
-1.895315e+00	2.618113e+00
-1.905654e+00	2.620749e+00
-1.915994e+00	2.623386e+00
-1.926333e+00	2.626022e+00
-1.936672e+00	2.628658e+00
-1.947011e+00	2.673011e+00
-1.957351e+00	2.737163e+00
-1.967690e+00	2.801316e+00
-1.978029e+00	2.865469e+00
