# $E$ (mev)	Int (arb. units)	Err. bars (arb. units)
-2.914000e+02	9.492429e-01	5.373572e+00
-2.867000e+02	1.131522e-01	5.057604e+00
-2.820000e+02	-7.264643e-01	4.756146e+00
-2.773000e+02	-3.906182e-01	4.879875e+00
-2.726000e+02	1.140455e-01	5.051801e+00
-2.679000e+02	2.775894e-01	5.123963e+00
-2.632000e+02	9.480729e-01	5.364712e+00
-2.585000e+02	7.811528e-01	5.305872e+00
-2.538000e+02	2.802756e-01	5.125516e+00
-2.491000e+02	-2.228074e-01	4.942944e+00
-2.444000e+02	2.804535e-01	5.122848e+00
-2.397000e+02	-5.563659e-02	4.998337e+00
-2.350000e+02	-2.238952e-01	4.939488e+00
-2.303000e+02	2.785105e-01	5.128351e+00
-2.256000e+02	1.119666e-01	5.061636e+00
-2.209000e+02	-5.660972e-02	5.001474e+00
-2.162000e+02	-7.262731e-01	4.755739e+00
-2.115000e+02	-3.903072e-01	4.881296e+00
-2.068000e+02	-5.533535e-02	5.006295e+00
-2.021000e+02	-5.553669e-02	5.000296e+00
-1.974000e+02	-3.922285e-01	4.877412e+00
-1.927000e+02	-5.586204e-01	4.816310e+00
-1.880000e+02	-2.249796e-01	4.942137e+00
-1.833000e+02	-5.553955e-02	4.999127e+00
-1.786000e+02	-3.915610e-01	4.878247e+00
-1.739000e+02	-7.260774e-01	4.755223e+00
-1.692000e+02	-5.580944e-01	4.818002e+00
-1.645000e+02	2.784421e-01	5.128917e+00
-1.598000e+02	2.798870e-01	5.120711e+00
-1.551000e+02	1.105250e-01	5.064923e+00
-1.504000e+02	4.467724e-01	5.186902e+00
-1.457000e+02	1.119285e-01	5.063673e+00
-1.410000e+02	-3.902018e-01	4.877264e+00
-1.363000e+02	-3.912152e-01	4.875920e+00
-1.316000e+02	2.791307e-01	5.125941e+00
-1.269000e+02	-7.262707e-01	4.754247e+00
-1.222000e+02	-3.923221e-01	4.880247e+00
-1.175000e+02	-7.268406e-01	4.755839e+00
-1.128000e+02	1.103021e-01	5.064433e+00
-1.081000e+02	-3.917167e-01	4.878785e+00
-1.034000e+02	2.798388e-01	5.123848e+00
-9.870000e+01	2.790611e-01	5.126910e+00
-9.400000e+01	9.511609e-01	5.371310e+00
-8.930000e+01	4.475250e-01	5.186314e+00
-8.460000e+01	9.502409e-01	5.369806e+00
-7.990000e+01	7.826243e-01	5.309732e+00
-7.520000e+01	1.110867e-01	5.063873e+00
-7.050000e+01	2.787872e-01	5.126398e+00
-6.580000e+01	6.139943e-01	5.244119e+00
-6.110000e+01	6.161857e-01	5.244664e+00
-5.640000e+01	1.619307e+00	5.585014e+00
-5.170000e+01	1.118779e+00	5.441400e+00
-4.700000e+01	2.120688e+00	5.807746e+00
-4.230000e+01	2.458605e+00	5.929865e+00
-3.760000e+01	4.132656e+00	6.542122e+00
-3.290000e+01	6.309619e+00	7.277483e+00
-2.820000e+01	1.183883e+01	9.241467e+00
-2.350000e+01	1.838357e+01	1.163887e+01
-1.880000e+01	2.793101e+01	1.461621e+01
-1.410000e+01	4.384464e+01	1.996156e+01
-9.400000e+00	5.777523e+01	2.409075e+01
-4.700000e+00	6.780866e+01	2.738960e+01
0.000000e+00	7.299916e+01	2.854229e+01
4.700000e+00	7.284537e+01	2.816589e+01
9.400000e+00	7.637622e+01	2.948816e+01
1.410000e+01	6.212408e+01	2.536942e+01
1.880000e+01	6.329160e+01	2.596908e+01
2.350000e+01	5.474456e+01	2.333800e+01
2.820000e+01	4.451555e+01	2.018333e+01
3.290000e+01	3.682129e+01	1.757785e+01
3.760000e+01	3.129137e+01	1.575325e+01
4.230000e+01	2.373742e+01	1.327755e+01
4.700000e+01	2.307180e+01	1.312771e+01
5.170000e+01	1.469548e+01	1.028959e+01
5.640000e+01	1.268668e+01	9.545924e+00
6.110000e+01	1.151075e+01	9.073926e+00
6.580000e+01	1.016709e+01	8.649764e+00
7.050000e+01	7.825255e+00	7.822702e+00
