# $E$ (ev)	Int (arb. units)
-3.280775e+00	7.114112e+00
-3.291115e+00	7.090434e+00
-3.301454e+00	7.066756e+00
-3.311793e+00	7.043077e+00
-3.322132e+00	7.019399e+00
-3.332472e+00	6.995720e+00
-3.342811e+00	6.972042e+00
-3.353150e+00	6.977085e+00
-3.363489e+00	7.047672e+00
-3.373829e+00	7.118259e+00
-3.384168e+00	7.188845e+00
-3.394507e+00	7.259432e+00
-3.404847e+00	7.330019e+00
-3.415186e+00	7.400606e+00
-3.425525e+00	7.471192e+00
-3.435864e+00	7.541779e+00
-3.446204e+00	7.612366e+00
-3.456543e+00	7.690942e+00
-3.466882e+00	7.774154e+00
-3.477221e+00	7.857366e+00
-3.487561e+00	7.940578e+00
-3.497900e+00	8.023790e+00
-3.508239e+00	8.107002e+00
-3.518578e+00	8.190214e+00
-3.528918e+00	8.273425e+00
-3.539257e+00	8.356637e+00
-3.549596e+00	8.439849e+00
-3.559935e+00	8.366142e+00
-3.570275e+00	8.286057e+00
-3.580614e+00	8.205971e+00
-3.590953e+00	8.125885e+00
-3.601292e+00	8.045799e+00
-3.611632e+00	7.965714e+00
-3.621971e+00	7.885628e+00
-3.632310e+00	7.805542e+00
-3.642649e+00	7.725456e+00
-3.652989e+00	7.681880e+00
-3.663328e+00	7.728095e+00
-3.673667e+00	7.774311e+00
-3.684006e+00	7.820527e+00
-3.694346e+00	7.866743e+00
-3.704685e+00	7.912958e+00
-3.715024e+00	7.959174e+00
-3.725363e+00	8.005390e+00
-3.735703e+00	8.051606e+00
-3.746042e+00	8.097822e+00
-3.756381e+00	8.133483e+00
-3.766721e+00	8.162597e+00
-3.777060e+00	8.191712e+00
-3.787399e+00	8.220827e+00
-3.797738e+00	8.249942e+00
-3.808078e+00	8.279056e+00
-3.818417e+00	8.308171e+00
-3.828756e+00	8.337286e+00
-3.839095e+00	8.366401e+00
-3.849435e+00	8.395515e+00
-3.859774e+00	8.332041e+00
-3.870113e+00	8.263210e+00
-3.880452e+00	8.194379e+00
-3.890792e+00	8.125548e+00
-3.901131e+00	8.056716e+00
-3.911470e+00	7.987885e+00
-3.921809e+00	7.919054e+00
-3.932149e+00	7.850223e+00
-3.942488e+00	7.781392e+00
-3.952827e+00	7.717091e+00
-3.963166e+00	7.664827e+00
-3.973506e+00	7.612563e+00
-3.983845e+00	7.560298e+00
-3.994184e+00	7.508034e+00
-4.004523e+00	7.455770e+00
-4.014863e+00	7.403505e+00
-4.025202e+00	7.351241e+00
-4.035541e+00	7.298977e+00
-4.045880e+00	7.246712e+00
-4.056220e+00	7.239348e+00
-4.066559e+00	7.261723e+00
-4.076898e+00	7.284098e+00
-4.087237e+00	7.306473e+00
-4.097577e+00	7.328848e+00
-4.107916e+00	7.351223e+00
-4.118255e+00	7.373598e+00
-4.128595e+00	7.395973e+00
-4.138934e+00	7.418348e+00
-4.149273e+00	7.440723e+00
-4.159612e+00	7.355915e+00
-4.169952e+00	7.263001e+00
-4.180291e+00	7.170087e+00
-4.190630e+00	7.077173e+00
-4.200969e+00	6.984259e+00
-4.211309e+00	6.891345e+00
-4.221648e+00	6.798430e+00
-4.231987e+00	6.705516e+00
-4.242326e+00	6.612602e+00
-4.252666e+00	6.528358e+00
-4.263005e+00	6.469071e+00
-4.273344e+00	6.409784e+00
-4.283683e+00	6.350497e+00
-4.294023e+00	6.291210e+00
-4.304362e+00	6.231924e+00
-4.314701e+00	6.172637e+00
-4.325040e+00	6.113350e+00
-4.335380e+00	6.054063e+00
-4.345719e+00	5.994777e+00
-4.356058e+00	5.944946e+00
-4.366397e+00	5.901797e+00
-4.376737e+00	5.858648e+00
-4.387076e+00	5.815499e+00
-4.397415e+00	5.772350e+00
-4.407754e+00	5.729201e+00
-4.418094e+00	5.686052e+00
-4.428433e+00	5.642903e+00
-4.438772e+00	5.599754e+00
-4.449111e+00	5.556605e+00
-4.459451e+00	5.545564e+00
-4.469790e+00	5.537541e+00
-4.480129e+00	5.529519e+00
-4.490468e+00	5.521496e+00
-4.500808e+00	5.513474e+00
-4.511147e+00	5.505451e+00
-4.521486e+00	5.497428e+00
-4.531826e+00	5.489406e+00
-4.542165e+00	5.481383e+00
-4.552504e+00	5.466232e+00
-4.562843e+00	5.428774e+00
-4.573183e+00	5.391316e+00
-4.583522e+00	5.353858e+00
-4.593861e+00	5.316400e+00
-4.604200e+00	5.278942e+00
-4.614540e+00	5.241485e+00
-4.624879e+00	5.204027e+00
-4.635218e+00	5.166569e+00
-4.645557e+00	5.129111e+00
-4.655897e+00	5.117069e+00
-4.666236e+00	5.124175e+00
-4.676575e+00	5.131281e+00
-4.686914e+00	5.138387e+00
-4.697254e+00	5.145494e+00
-4.707593e+00	5.152600e+00
-4.717932e+00	5.159706e+00
-4.728271e+00	5.166812e+00
-4.738611e+00	5.173918e+00
-4.748950e+00	5.181025e+00
-4.759289e+00	5.150062e+00
-4.769628e+00	5.114796e+00
-4.779968e+00	5.079531e+00
-4.790307e+00	5.044265e+00
-4.800646e+00	5.008999e+00
-4.810985e+00	4.973733e+00
-4.821325e+00	4.938467e+00
-4.831664e+00	4.903202e+00
-4.842003e+00	4.867936e+00
-4.852342e+00	4.833912e+00
-4.862682e+00	4.804128e+00
-4.873021e+00	4.774345e+00
-4.883360e+00	4.744561e+00
-4.893700e+00	4.714777e+00
-4.904039e+00	4.684994e+00
-4.914378e+00	4.655210e+00
-4.924717e+00	4.625426e+00
-4.935057e+00	4.595643e+00
-4.945396e+00	4.565859e+00
-4.955735e+00	4.539089e+00
-4.966074e+00	4.514738e+00
-4.976414e+00	4.490388e+00
-4.986753e+00	4.466038e+00
-4.997092e+00	4.441687e+00
-5.007431e+00	4.417337e+00
-5.017771e+00	4.392986e+00
-5.028110e+00	4.368636e+00
-5.038449e+00	4.344286e+00
-5.048788e+00	4.319935e+00
-5.059128e+00	4.259589e+00
-5.069467e+00	4.194464e+00
-5.079806e+00	4.129339e+00
-5.090145e+00	4.064215e+00
-5.100485e+00	3.999090e+00
-5.110824e+00	3.933965e+00
-5.121163e+00	3.868841e+00
-5.131502e+00	3.803716e+00
-5.141842e+00	3.738592e+00
-5.152181e+00	3.702003e+00
-5.162520e+00	3.772163e+00
-5.172859e+00	3.842322e+00
-5.183199e+00	3.912482e+00
-5.193538e+00	3.982641e+00
-5.203877e+00	4.052801e+00
-5.214216e+00	4.122960e+00
-5.224556e+00	4.193120e+00
-5.234895e+00	4.263279e+00
-5.245234e+00	4.333439e+00
-5.255574e+00	4.319238e+00
-5.265913e+00	4.232904e+00
-5.276252e+00	4.146570e+00
-5.286591e+00	4.060236e+00
-5.296931e+00	3.973902e+00
-5.307270e+00	3.887568e+00
-5.317609e+00	3.801234e+00
-5.327948e+00	3.714900e+00
-5.338288e+00	3.628565e+00
-5.348627e+00	3.542231e+00
-5.358966e+00	3.583553e+00
-5.369305e+00	3.644425e+00
-5.379645e+00	3.705297e+00
-5.389984e+00	3.766170e+00
-5.400323e+00	3.827042e+00
-5.410662e+00	3.887914e+00
-5.421002e+00	3.948786e+00
-5.431341e+00	4.009659e+00
-5.441680e+00	4.070531e+00
-5.452019e+00	4.110433e+00
-5.462359e+00	4.063935e+00
-5.472698e+00	4.017437e+00
-5.483037e+00	3.970939e+00
-5.493376e+00	3.924440e+00
-5.503716e+00	3.877942e+00
-5.514055e+00	3.831444e+00
-5.524394e+00	3.784946e+00
-5.534733e+00	3.738448e+00
-5.545073e+00	3.691950e+00
-5.555412e+00	3.663497e+00
-5.565751e+00	3.651471e+00
-5.576090e+00	3.639446e+00
-5.586430e+00	3.627420e+00
-5.596769e+00	3.615395e+00
-5.607108e+00	3.603370e+00
-5.617447e+00	3.591344e+00
-5.627787e+00	3.579319e+00
-5.638126e+00	3.567294e+00
-5.648465e+00	3.555268e+00
-5.658805e+00	3.516901e+00
-5.669144e+00	3.473942e+00
-5.679483e+00	3.430982e+00
-5.689822e+00	3.388023e+00
-5.700162e+00	3.345064e+00
-5.710501e+00	3.302105e+00
-5.720840e+00	3.259146e+00
-5.731179e+00	3.216187e+00
-5.741519e+00	3.173227e+00
-5.751858e+00	3.136094e+00
-5.762197e+00	3.125557e+00
-5.772536e+00	3.115021e+00
-5.782876e+00	3.104484e+00
-5.793215e+00	3.093947e+00
-5.803554e+00	3.083410e+00
-5.813893e+00	3.072874e+00
-5.824233e+00	3.062337e+00
-5.834572e+00	3.051800e+00
-5.844911e+00	3.041263e+00
-5.855250e+00	3.059532e+00
-5.865590e+00	3.105719e+00
-5.875929e+00	3.151907e+00
-5.886268e+00	3.198094e+00
-5.896607e+00	3.244282e+00
-5.906947e+00	3.290469e+00
-5.917286e+00	3.336657e+00
-5.927625e+00	3.382844e+00
-5.937964e+00	3.429032e+00
-5.948304e+00	3.475219e+00
-5.958643e+00	3.511612e+00
-5.968982e+00	3.546082e+00
-5.979321e+00	3.580552e+00
-5.989661e+00	3.615022e+00
-6.000000e+00	3.649493e+00
