# $E$ (mev)	Int (arb. units)	Err. bars (arb. units)
-2.937500e+02	6.443502e-01	5.190307e+00
-2.890500e+02	-3.693351e-01	4.820951e+00
-2.843500e+02	-3.635807e-01	4.820138e+00
-2.796500e+02	-5.332501e-01	4.759191e+00
-2.749500e+02	9.739722e-01	5.318861e+00
-2.702500e+02	-3.391331e-02	4.948095e+00
-2.655500e+02	2.982637e-01	5.069478e+00
-2.608500e+02	1.367472e-01	5.008958e+00
-2.561500e+02	3.004002e-01	5.069468e+00
-2.514500e+02	4.712004e-01	5.125656e+00
-2.467500e+02	-7.021968e-01	4.696985e+00
-2.420500e+02	-3.662464e-01	4.822382e+00
-2.373500e+02	-5.367230e-01	4.761417e+00
-2.326500e+02	1.293173e-01	5.012574e+00
-2.279500e+02	-7.023270e-01	4.700022e+00
-2.232500e+02	-3.217803e-02	4.944648e+00
-2.185500e+02	-1.989532e-01	4.880480e+00
-2.138500e+02	-2.846767e-02	4.946257e+00
-2.091500e+02	-3.644283e-01	4.824358e+00
-2.044500e+02	-5.350913e-01	4.763129e+00
-1.997500e+02	1.342907e-01	5.007133e+00
-1.950500e+02	-3.647344e-01	4.822402e+00
-1.903500e+02	1.355137e-01	5.006073e+00
-1.856500e+02	-1.967968e-01	4.882929e+00
-1.809500e+02	-3.248269e-02	4.948812e+00
-1.762500e+02	-7.027463e-01	4.700492e+00
-1.715500e+02	-3.695531e-01	4.824195e+00
-1.668500e+02	1.312972e-01	5.009980e+00
-1.621500e+02	4.666498e-01	5.138584e+00
-1.574500e+02	3.016079e-01	5.073211e+00
-1.527500e+02	1.376867e-01	5.006979e+00
-1.480500e+02	-3.647153e-01	4.820265e+00
-1.433500e+02	3.063345e-01	5.061452e+00
-1.386500e+02	-2.859754e-02	4.937482e+00
-1.339500e+02	1.380413e-01	5.001893e+00
-1.292500e+02	-3.666264e-01	4.816183e+00
-1.245500e+02	-3.461996e-02	4.939757e+00
-1.198500e+02	-2.897638e-02	4.942893e+00
-1.151500e+02	4.661707e-01	5.124694e+00
-1.104500e+02	4.739388e-01	5.129019e+00
-1.057500e+02	1.996019e+00	5.672005e+00
-1.010500e+02	1.480236e+00	5.492629e+00
-9.635000e+01	1.142528e+00	5.375795e+00
-9.165000e+01	1.138946e+00	5.372101e+00
-8.695000e+01	1.478921e+00	5.500187e+00
-8.225000e+01	1.147272e+00	5.370616e+00
-7.755000e+01	1.818766e+00	5.613623e+00
-7.285000e+01	1.137798e+00	5.375104e+00
-6.815000e+01	1.473502e+00	5.495831e+00
-6.345000e+01	6.460801e-01	5.187627e+00
-5.875000e+01	8.025934e-01	5.250112e+00
-5.405000e+01	-3.684989e-01	4.822509e+00
-4.935000e+01	1.803211e+00	5.629217e+00
-4.465000e+01	1.642565e+00	5.559407e+00
-3.995000e+01	3.320958e+00	6.177401e+00
-3.525000e+01	4.323326e+00	6.519749e+00
-3.055000e+01	9.852746e+00	8.543718e+00
-2.585000e+01	1.721379e+01	1.115043e+01
-2.115000e+01	3.230217e+01	1.578687e+01
-1.645000e+01	3.865939e+01	1.818770e+01
-1.175000e+01	5.306561e+01	2.267626e+01
-7.050000e+00	7.178041e+01	2.767143e+01
-2.350000e+00	7.896040e+01	2.964887e+01
2.350000e+00	8.636909e+01	3.223702e+01
7.050000e+00	8.401007e+01	3.147109e+01
