# $E$ (ev)	Int (arb. units)
4.000000e-01	6.650629e-01
3.896607e-01	7.392575e-01
3.793215e-01	8.134522e-01
3.689822e-01	8.838446e-01
3.586430e-01	9.515065e-01
3.483037e-01	1.019245e+00
3.379645e-01	1.087372e+00
3.276252e-01	1.155499e+00
3.172859e-01	1.147838e+00
3.069467e-01	1.114387e+00
2.966074e-01	1.064092e+00
2.862682e-01	9.793098e-01
2.759289e-01	8.945275e-01
2.655897e-01	9.745572e-01
2.552504e-01	1.070856e+00
2.449111e-01	1.068176e+00
2.345719e-01	9.633750e-01
2.242326e-01	8.663563e-01
2.138934e-01	8.664104e-01
2.035541e-01	8.664646e-01
1.932149e-01	9.239150e-01
1.828756e-01	1.011430e+00
1.725363e-01	1.150997e+00
1.621971e-01	1.456959e+00
1.518578e-01	1.762921e+00
1.415186e-01	1.602836e+00
1.311793e-01	1.340666e+00
1.208401e-01	1.283901e+00
1.105008e-01	1.532253e+00
1.001616e-01	1.780605e+00
8.982229e-02	1.686214e+00
7.948304e-02	1.586382e+00
6.914378e-02	1.607502e+00
5.880452e-02	1.721211e+00
4.846527e-02	2.072924e+00
3.812601e-02	3.790018e+00
2.778675e-02	5.507112e+00
1.744750e-02	6.575771e+00
7.108239e-03	7.405167e+00
-3.231018e-03	7.313906e+00
-1.357027e-02	5.197199e+00
-2.390953e-02	3.080492e+00
-3.424879e-02	2.512533e+00
-4.458805e-02	2.127178e+00
-5.492730e-02	1.846131e+00
-6.526656e-02	1.679649e+00
-7.560582e-02	1.518300e+00
-8.594507e-02	1.439393e+00
-9.628433e-02	1.360486e+00
-1.066236e-01	1.494631e+00
-1.169628e-01	1.748293e+00
-1.273021e-01	1.927945e+00
-1.376414e-01	1.849209e+00
-1.479806e-01	1.770474e+00
-1.583199e-01	1.769202e+00
-1.686591e-01	1.786733e+00
-1.789984e-01	1.753487e+00
-1.893376e-01	1.639716e+00
-1.996769e-01	1.525945e+00
-2.100162e-01	1.395377e+00
-2.203554e-01	1.264268e+00
-2.306947e-01	1.152383e+00
-2.410339e-01	1.056179e+00
-2.513732e-01	9.762447e-01
-2.617124e-01	1.002542e+00
-2.720517e-01	1.028839e+00
-2.823910e-01	1.198966e+00
-2.927302e-01	1.426468e+00
-3.030695e-01	1.542221e+00
-3.134087e-01	1.393307e+00
-3.237480e-01	1.244394e+00
-3.340872e-01	1.279971e+00
-3.444265e-01	1.340967e+00
-3.547658e-01	1.349626e+00
-3.651050e-01	1.297079e+00
-3.754443e-01	1.246417e+00
-3.857835e-01	1.237746e+00
-3.961228e-01	1.229074e+00
-4.064620e-01	1.318730e+00
-4.168013e-01	1.467381e+00
-4.271405e-01	1.590669e+00
-4.374798e-01	1.616812e+00
-4.478191e-01	1.642954e+00
-4.581583e-01	1.613842e+00
-4.684976e-01	1.569958e+00
-4.788368e-01	1.561789e+00
-4.891761e-01	1.614148e+00
-4.995153e-01	1.666506e+00
-5.098546e-01	1.718980e+00
-5.201939e-01	1.771460e+00
-5.305331e-01	1.847507e+00
-5.408724e-01	1.944025e+00
-5.512116e-01	1.992381e+00
-5.615509e-01	1.677915e+00
-5.718901e-01	1.363449e+00
-5.822294e-01	1.262586e+00
-5.925687e-01	1.253609e+00
-6.029079e-01	1.286525e+00
-6.132472e-01	1.426502e+00
-6.235864e-01	1.566480e+00
-6.339257e-01	1.623278e+00
-6.442649e-01	1.666903e+00
-6.546042e-01	1.694965e+00
-6.649435e-01	1.703642e+00
-6.752827e-01	1.708944e+00
-6.856220e-01	1.594224e+00
-6.959612e-01	1.479504e+00
-7.063005e-01	1.541940e+00
-7.166397e-01	1.717938e+00
-7.269790e-01	1.838943e+00
-7.373183e-01	1.727629e+00
-7.476575e-01	1.616314e+00
-7.579968e-01	1.591217e+00
-7.683360e-01	1.591374e+00
-7.786753e-01	1.653797e+00
-7.890145e-01	1.829120e+00
-7.993538e-01	2.004443e+00
-8.096931e-01	1.929272e+00
-8.200323e-01	1.837401e+00
-8.303716e-01	1.766794e+00
-8.407108e-01	1.715853e+00
-8.510501e-01	1.660431e+00
-8.613893e-01	1.565372e+00
-8.717286e-01	1.470314e+00
-8.820679e-01	1.566514e+00
-8.924071e-01	1.751239e+00
-9.027464e-01	1.885198e+00
-9.130856e-01	1.878803e+00
-9.234249e-01	1.872408e+00
-9.337641e-01	1.866013e+00
-9.441034e-01	1.859619e+00
-9.544426e-01	1.875365e+00
-9.647819e-01	1.920498e+00
-9.751212e-01	1.965631e+00
-9.854604e-01	2.010764e+00
-9.957997e-01	2.055897e+00
-1.006139e+00	1.980744e+00
-1.016478e+00	1.823289e+00
-1.026817e+00	1.665834e+00
-1.037157e+00	1.508379e+00
-1.047496e+00	1.350924e+00
-1.057835e+00	1.438731e+00
-1.068174e+00	1.604920e+00
-1.078514e+00	1.771109e+00
-1.088853e+00	1.937299e+00
-1.099192e+00	2.103488e+00
-1.109532e+00	2.148385e+00
-1.119871e+00	2.183004e+00
-1.130210e+00	2.217623e+00
-1.140549e+00	2.252241e+00
-1.150889e+00	2.282733e+00
-1.161228e+00	2.269335e+00
-1.171567e+00	2.255936e+00
-1.181906e+00	2.242537e+00
-1.192246e+00	2.229138e+00
-1.202585e+00	2.201524e+00
-1.212924e+00	2.131267e+00
-1.223263e+00	2.061009e+00
-1.233603e+00	1.990752e+00
-1.243942e+00	1.920494e+00
-1.254281e+00	1.819630e+00
-1.264620e+00	1.675454e+00
-1.274960e+00	1.531278e+00
-1.285299e+00	1.387102e+00
-1.295638e+00	1.242926e+00
-1.305977e+00	1.250095e+00
-1.316317e+00	1.367704e+00
-1.326656e+00	1.485313e+00
-1.336995e+00	1.602923e+00
-1.347334e+00	1.720532e+00
-1.357674e+00	1.782990e+00
-1.368013e+00	1.826290e+00
-1.378352e+00	1.869590e+00
-1.388691e+00	1.912890e+00
-1.399031e+00	1.956190e+00
-1.409370e+00	1.983964e+00
-1.419709e+00	2.010132e+00
-1.430048e+00	2.036300e+00
-1.440388e+00	2.062468e+00
-1.450727e+00	2.078520e+00
-1.461066e+00	1.960818e+00
-1.471405e+00	1.843117e+00
-1.481745e+00	1.725415e+00
-1.492084e+00	1.607714e+00
-1.502423e+00	1.509417e+00
-1.512763e+00	1.474508e+00
-1.523102e+00	1.439600e+00
-1.533441e+00	1.404692e+00
-1.543780e+00	1.369783e+00
-1.554120e+00	1.407804e+00
-1.564459e+00	1.555932e+00
-1.574798e+00	1.704061e+00
-1.585137e+00	1.852189e+00
-1.595477e+00	2.000318e+00
-1.605816e+00	1.989087e+00
-1.616155e+00	1.853910e+00
-1.626494e+00	1.718732e+00
-1.636834e+00	1.583555e+00
-1.647173e+00	1.448378e+00
-1.657512e+00	1.436784e+00
-1.667851e+00	1.471700e+00
-1.678191e+00	1.506616e+00
-1.688530e+00	1.541532e+00
-1.698869e+00	1.576448e+00
-1.709208e+00	1.615437e+00
-1.719548e+00	1.654927e+00
-1.729887e+00	1.694416e+00
-1.740226e+00	1.733905e+00
-1.750565e+00	1.773387e+00
-1.760905e+00	1.812744e+00
-1.771244e+00	1.852100e+00
-1.781583e+00	1.891456e+00
-1.791922e+00	1.930812e+00
-1.802262e+00	1.965414e+00
-1.812601e+00	1.983033e+00
-1.822940e+00	2.000652e+00
-1.833279e+00	2.018272e+00
-1.843619e+00	2.035891e+00
-1.853958e+00	2.021744e+00
-1.864297e+00	1.956381e+00
-1.874637e+00	1.891018e+00
