# $E$ (ev)	Int (arb. units)
4.000000e-01	1.556663e+00
3.896607e-01	1.572675e+00
3.793215e-01	1.582908e+00
3.689822e-01	1.510850e+00
3.586430e-01	1.438791e+00
3.483037e-01	1.387487e+00
3.379645e-01	1.347474e+00
3.276252e-01	1.318516e+00
3.172859e-01	1.326629e+00
3.069467e-01	1.334743e+00
2.966074e-01	1.518514e+00
2.862682e-01	1.743029e+00
2.759289e-01	1.812954e+00
2.655897e-01	1.644860e+00
2.552504e-01	1.476765e+00
2.449111e-01	1.605911e+00
2.345719e-01	1.742435e+00
2.242326e-01	1.771748e+00
2.138934e-01	1.716073e+00
2.035541e-01	1.685146e+00
1.932149e-01	1.806443e+00
1.828756e-01	1.927740e+00
1.725363e-01	1.793629e+00
1.621971e-01	1.561113e+00
1.518578e-01	1.433486e+00
1.415186e-01	1.546104e+00
1.311793e-01	1.658723e+00
1.208401e-01	1.685742e+00
1.105008e-01	1.701740e+00
1.001616e-01	1.834322e+00
8.982229e-02	2.099447e+00
7.948304e-02	2.356557e+00
6.914378e-02	2.461354e+00
5.880452e-02	2.566151e+00
4.846527e-02	3.102722e+00
3.812601e-02	3.890671e+00
2.778675e-02	5.048587e+00
1.744750e-02	7.564851e+00
7.108239e-03	1.008111e+01
-3.231018e-03	9.428511e+00
-1.357027e-02	7.964255e+00
-2.390953e-02	6.713109e+00
-3.424879e-02	5.812448e+00
-4.458805e-02	4.911787e+00
-5.492730e-02	4.474180e+00
-6.526656e-02	4.055789e+00
-7.560582e-02	3.881314e+00
-8.594507e-02	3.912797e+00
-9.628433e-02	3.890345e+00
-1.066236e-01	3.487630e+00
-1.169628e-01	3.084914e+00
-1.273021e-01	2.954251e+00
-1.376414e-01	2.936741e+00
-1.479806e-01	2.944951e+00
-1.583199e-01	3.016658e+00
-1.686591e-01	3.088364e+00
-1.789984e-01	3.069571e+00
-1.893376e-01	3.037291e+00
-1.996769e-01	2.965339e+00
-2.100162e-01	2.845355e+00
-2.203554e-01	2.730872e+00
-2.306947e-01	2.770896e+00
-2.410339e-01	2.810920e+00
-2.513732e-01	2.949563e+00
-2.617124e-01	3.149578e+00
-2.720517e-01	3.278109e+00
-2.823910e-01	3.117884e+00
-2.927302e-01	2.957660e+00
-3.030695e-01	2.878563e+00
-3.134087e-01	2.822285e+00
-3.237480e-01	2.792104e+00
-3.340872e-01	2.807817e+00
-3.444265e-01	2.823530e+00
-3.547658e-01	2.612213e+00
-3.651050e-01	2.387564e+00
-3.754443e-01	2.559069e+00
-3.857835e-01	3.086760e+00
-3.961228e-01	3.568406e+00
-4.064620e-01	3.672093e+00
-4.168013e-01	3.775779e+00
-4.271405e-01	3.627163e+00
-4.374798e-01	3.365523e+00
-4.478191e-01	3.196448e+00
-4.581583e-01	3.274298e+00
-4.684976e-01	3.352149e+00
-4.788368e-01	3.361353e+00
-4.891761e-01	3.358887e+00
-4.995153e-01	3.447914e+00
-5.098546e-01	3.654952e+00
-5.201939e-01	3.854397e+00
-5.305331e-01	3.656443e+00
-5.408724e-01	3.458489e+00
-5.512116e-01	3.445616e+00
-5.615509e-01	3.555728e+00
-5.718901e-01	3.683779e+00
-5.822294e-01	3.892017e+00
-5.925687e-01	4.100255e+00
-6.029079e-01	4.157049e+00
-6.132472e-01	4.167281e+00
-6.235864e-01	4.163025e+00
-6.339257e-01	4.131491e+00
-6.442649e-01	4.099956e+00
-6.546042e-01	4.068421e+00
-6.649435e-01	4.036886e+00
-6.752827e-01	4.081174e+00
-6.856220e-01	4.198039e+00
-6.959612e-01	4.314904e+00
-7.063005e-01	4.431769e+00
-7.166397e-01	4.548633e+00
-7.269790e-01	4.705639e+00
-7.373183e-01	4.881971e+00
-7.476575e-01	5.058303e+00
-7.579968e-01	5.234636e+00
-7.683360e-01	5.410968e+00
-7.786753e-01	5.449618e+00
-7.890145e-01	5.461859e+00
-7.993538e-01	5.474100e+00
-8.096931e-01	5.486342e+00
-8.200323e-01	5.498920e+00
-8.303716e-01	5.618916e+00
-8.407108e-01	5.738913e+00
-8.510501e-01	5.858909e+00
-8.613893e-01	5.978906e+00
-8.717286e-01	6.054004e+00
-8.820679e-01	5.905451e+00
-8.924071e-01	5.756897e+00
-9.027464e-01	5.608344e+00
-9.130856e-01	5.459791e+00
-9.234249e-01	5.367008e+00
-9.337641e-01	5.386819e+00
-9.441034e-01	5.406631e+00
-9.544426e-01	5.426442e+00
-9.647819e-01	5.446253e+00
-9.751212e-01	5.519895e+00
-9.854604e-01	5.648386e+00
-9.957997e-01	5.776878e+00
-1.006139e+00	5.905369e+00
-1.016478e+00	6.033860e+00
-1.026817e+00	6.040645e+00
-1.037157e+00	5.984557e+00
-1.047496e+00	5.928469e+00
-1.057835e+00	5.872382e+00
-1.068174e+00	5.816294e+00
-1.078514e+00	5.763342e+00
-1.088853e+00	5.711061e+00
-1.099192e+00	5.658781e+00
-1.109532e+00	5.606501e+00
-1.119871e+00	5.554221e+00
-1.130210e+00	5.494474e+00
-1.140549e+00	5.434633e+00
-1.150889e+00	5.374792e+00
-1.161228e+00	5.314951e+00
-1.171567e+00	5.254580e+00
-1.181906e+00	5.191245e+00
-1.192246e+00	5.127909e+00
-1.202585e+00	5.064574e+00
-1.212924e+00	5.001238e+00
-1.223263e+00	4.966949e+00
-1.233603e+00	4.995641e+00
-1.243942e+00	5.024333e+00
-1.254281e+00	5.053026e+00
-1.264620e+00	5.081718e+00
-1.274960e+00	5.065982e+00
-1.285299e+00	5.002055e+00
-1.295638e+00	4.938128e+00
-1.305977e+00	4.874202e+00
-1.316317e+00	4.810275e+00
-1.326656e+00	4.846834e+00
-1.336995e+00	4.939002e+00
-1.347334e+00	5.031170e+00
-1.357674e+00	5.123339e+00
-1.368013e+00	5.215507e+00
-1.378352e+00	5.084274e+00
-1.388691e+00	4.899892e+00
-1.399031e+00	4.715509e+00
-1.409370e+00	4.531127e+00
-1.419709e+00	4.346745e+00
-1.430048e+00	4.528417e+00
-1.440388e+00	4.720683e+00
-1.450727e+00	4.912948e+00
-1.461066e+00	5.105214e+00
-1.471405e+00	5.257139e+00
-1.481745e+00	5.152649e+00
-1.492084e+00	5.048159e+00
-1.502423e+00	4.943669e+00
-1.512763e+00	4.839179e+00
-1.523102e+00	4.739481e+00
-1.533441e+00	4.650965e+00
-1.543780e+00	4.562449e+00
-1.554120e+00	4.473932e+00
-1.564459e+00	4.385416e+00
-1.574798e+00	4.352770e+00
-1.585137e+00	4.384647e+00
-1.595477e+00	4.416525e+00
-1.605816e+00	4.448402e+00
-1.616155e+00	4.480279e+00
-1.626494e+00	4.502132e+00
-1.636834e+00	4.518049e+00
-1.647173e+00	4.533966e+00
-1.657512e+00	4.549883e+00
-1.667851e+00	4.565801e+00
-1.678191e+00	4.502540e+00
-1.688530e+00	4.418509e+00
-1.698869e+00	4.334478e+00
-1.709208e+00	4.250447e+00
-1.719548e+00	4.166416e+00
-1.729887e+00	4.312032e+00
-1.740226e+00	4.468155e+00
-1.750565e+00	4.624278e+00
-1.760905e+00	4.780402e+00
-1.771244e+00	4.897520e+00
-1.781583e+00	4.729450e+00
-1.791922e+00	4.561381e+00
-1.802262e+00	4.393311e+00
-1.812601e+00	4.225241e+00
-1.822940e+00	4.170705e+00
-1.833279e+00	4.401877e+00
-1.843619e+00	4.633049e+00
-1.853958e+00	4.864221e+00
-1.864297e+00	5.095393e+00
-1.874637e+00	5.248513e+00
-1.884976e+00	5.305634e+00
-1.895315e+00	5.362754e+00
-1.905654e+00	5.419875e+00
-1.915994e+00	5.476995e+00
-1.926333e+00	5.462140e+00
-1.936672e+00	5.401749e+00
-1.947011e+00	5.341358e+00
-1.957351e+00	5.280968e+00
-1.967690e+00	5.220577e+00
-1.978029e+00	5.231010e+00
-1.988368e+00	5.261822e+00
-1.998708e+00	5.292634e+00
-2.009047e+00	5.323445e+00
-2.019386e+00	5.354257e+00
-2.029725e+00	5.385068e+00
-2.040065e+00	5.415880e+00
-2.050404e+00	5.446691e+00
-2.060743e+00	5.477503e+00
-2.071082e+00	5.493810e+00
-2.081422e+00	5.386070e+00
-2.091761e+00	5.278329e+00
-2.102100e+00	5.170589e+00
-2.112439e+00	5.062848e+00
-2.122779e+00	4.955108e+00
-2.133118e+00	4.847367e+00
-2.143457e+00	4.739627e+00
-2.153796e+00	4.631886e+00
-2.164136e+00	4.524146e+00
-2.174475e+00	4.511404e+00
-2.184814e+00	4.623155e+00
-2.195153e+00	4.734907e+00
-2.205493e+00	4.846658e+00
-2.215832e+00	4.958409e+00
-2.226171e+00	5.070160e+00
-2.236511e+00	5.181911e+00
-2.246850e+00	5.293663e+00
-2.257189e+00	5.405414e+00
-2.267528e+00	5.517165e+00
-2.277868e+00	5.607516e+00
-2.288207e+00	5.691144e+00
-2.298546e+00	5.774772e+00
-2.308885e+00	5.858400e+00
-2.319225e+00	5.942028e+00
-2.329564e+00	6.025656e+00
-2.339903e+00	6.109284e+00
-2.350242e+00	6.192912e+00
-2.360582e+00	6.276540e+00
-2.370921e+00	6.363576e+00
-2.381260e+00	6.485476e+00
-2.391599e+00	6.607377e+00
-2.401939e+00	6.729277e+00
-2.412278e+00	6.851177e+00
-2.422617e+00	6.973077e+00
-2.432956e+00	7.094978e+00
-2.443296e+00	7.216878e+00
-2.453635e+00	7.338778e+00
-2.463974e+00	7.460678e+00
-2.474313e+00	7.462850e+00
-2.484653e+00	7.297762e+00
-2.494992e+00	7.132673e+00
-2.505331e+00	6.967584e+00
-2.515670e+00	6.802495e+00
