# $E$ (mev)	Int (arb. units)	Err. bars (arb. units)
-2.679000e+02	-3.521488e-01	2.733501e+00
-2.632000e+02	-1.423472e-01	2.745554e+00
-2.585000e+02	-7.016727e-01	2.712269e+00
-2.538000e+02	-8.010643e-01	2.706059e+00
-2.491000e+02	-6.139353e-01	2.717598e+00
-2.444000e+02	-8.209628e-01	2.703175e+00
-2.397000e+02	-6.263566e-01	2.717010e+00
-2.350000e+02	-2.700914e-01	2.738920e+00
-2.303000e+02	-3.584736e-01	2.733137e+00
-2.256000e+02	-5.529516e-01	2.722721e+00
-2.209000e+02	-7.274809e-01	2.711510e+00
-2.162000e+02	-1.288361e+00	2.677769e+00
-2.115000e+02	-2.627226e-01	2.739052e+00
-2.068000e+02	-1.570512e+00	2.661536e+00
-2.021000e+02	-6.093897e-01	2.717424e+00
-1.974000e+02	-1.569003e+00	2.661742e+00
-1.927000e+02	-1.661459e+00	2.656353e+00
-1.880000e+02	-2.495779e-01	2.739185e+00
-1.833000e+02	-7.201124e-02	2.750394e+00
-1.786000e+02	-1.283244e+00	2.677587e+00
-1.739000e+02	3.192253e-01	2.771303e+00
-1.692000e+02	2.151301e-01	2.766450e+00
-1.645000e+02	-6.216009e-01	2.717506e+00
-1.598000e+02	-6.106922e-01	2.717415e+00
-1.551000e+02	-1.083784e+00	2.689632e+00
-1.504000e+02	3.169844e-01	2.772448e+00
-1.457000e+02	6.004025e-01	2.789160e+00
-1.410000e+02	-1.383302e+00	2.672446e+00
-1.363000e+02	-7.205963e-01	2.711227e+00
-1.316000e+02	-7.987554e-01	2.706356e+00
-1.269000e+02	-4.154472e-01	2.729128e+00
-1.222000e+02	-1.276131e+00	2.678783e+00
-1.175000e+02	-2.508536e-01	2.737957e+00
-1.128000e+02	-8.351752e-02	2.749664e+00
-1.081000e+02	6.567816e-01	2.794685e+00
-1.034000e+02	2.018740e-01	2.765779e+00
-9.870000e+01	5.077235e-01	2.782420e+00
-9.400000e+01	-7.046152e-01	2.713060e+00
-8.930000e+01	1.664496e+00	2.848727e+00
-8.460000e+01	5.443888e-01	2.788185e+00
-7.990000e+01	4.563725e-02	2.756320e+00
-7.520000e+01	-1.368683e+00	2.672908e+00
-7.050000e+01	-9.148906e-01	2.700131e+00
-6.580000e+01	-1.007199e+00	2.694105e+00
-6.110000e+01	-5.258980e-01	2.722583e+00
-5.640000e+01	-1.096240e+00	2.689295e+00
