# $E$ (ev)	Int (arb. units)
4.000000e-01	1.694599e+00
3.896607e-01	1.747460e+00
3.793215e-01	1.743539e+00
3.689822e-01	1.693014e+00
3.586430e-01	1.651102e+00
3.483037e-01	1.666199e+00
3.379645e-01	1.681297e+00
3.276252e-01	1.733192e+00
3.172859e-01	1.799879e+00
3.069467e-01	1.788101e+00
2.966074e-01	1.589088e+00
2.862682e-01	1.390075e+00
2.759289e-01	1.443186e+00
2.655897e-01	1.531545e+00
2.552504e-01	1.680748e+00
2.449111e-01	1.901556e+00
2.345719e-01	2.112133e+00
2.242326e-01	2.085853e+00
2.138934e-01	2.059573e+00
2.035541e-01	1.931500e+00
1.932149e-01	1.741942e+00
1.828756e-01	1.648599e+00
1.725363e-01	1.927305e+00
1.621971e-01	2.206012e+00
1.518578e-01	2.178492e+00
1.415186e-01	2.068340e+00
1.311793e-01	1.972842e+00
1.208401e-01	1.902347e+00
1.105008e-01	1.831852e+00
1.001616e-01	1.933857e+00
8.982229e-02	2.044643e+00
7.948304e-02	2.103420e+00
6.914378e-02	2.116738e+00
5.880452e-02	2.164299e+00
4.846527e-02	2.473777e+00
3.812601e-02	2.783255e+00
2.778675e-02	4.407238e+00
1.744750e-02	6.600889e+00
7.108239e-03	8.446733e+00
-3.231018e-03	9.396828e+00
-1.357027e-02	1.034692e+01
-2.390953e-02	8.557419e+00
-3.424879e-02	6.328288e+00
-4.458805e-02	4.860644e+00
-5.492730e-02	4.347538e+00
-6.526656e-02	3.840355e+00
-7.560582e-02	3.557009e+00
-8.594507e-02	3.273662e+00
-9.628433e-02	3.116510e+00
-1.066236e-01	3.040786e+00
-1.169628e-01	2.928206e+00
-1.273021e-01	2.658347e+00
-1.376414e-01	2.388489e+00
-1.479806e-01	2.398202e+00
-1.583199e-01	2.490542e+00
-1.686591e-01	2.559455e+00
-1.789984e-01	2.585600e+00
-1.893376e-01	2.611745e+00
-1.996769e-01	2.448217e+00
-2.100162e-01	2.271707e+00
-2.203554e-01	2.097580e+00
-2.306947e-01	1.925671e+00
-2.410339e-01	1.785224e+00
-2.513732e-01	1.927926e+00
-2.617124e-01	2.070627e+00
-2.720517e-01	2.134510e+00
-2.823910e-01	2.161648e+00
-2.927302e-01	2.260195e+00
-3.030695e-01	2.557763e+00
-3.134087e-01	2.855332e+00
-3.237480e-01	2.652510e+00
-3.340872e-01	2.358666e+00
-3.444265e-01	2.205645e+00
-3.547658e-01	2.240731e+00
-3.651050e-01	2.275019e+00
-3.754443e-01	2.231493e+00
-3.857835e-01	2.187966e+00
-3.961228e-01	2.227188e+00
-4.064620e-01	2.323395e+00
-4.168013e-01	2.419603e+00
-4.271405e-01	2.515810e+00
-4.374798e-01	2.612017e+00
-4.478191e-01	2.612942e+00
-4.581583e-01	2.583155e+00
-4.684976e-01	2.553369e+00
-4.788368e-01	2.523583e+00
-4.891761e-01	2.493796e+00
-4.995153e-01	2.562580e+00
-5.098546e-01	2.639899e+00
-5.201939e-01	2.717217e+00
-5.305331e-01	2.794536e+00
-5.408724e-01	2.856933e+00
-5.512116e-01	2.757407e+00
-5.615509e-01	2.657882e+00
-5.718901e-01	2.558356e+00
-5.822294e-01	2.458831e+00
-5.925687e-01	2.393406e+00
-6.029079e-01	2.431139e+00
-6.132472e-01	2.468872e+00
-6.235864e-01	2.506606e+00
-6.339257e-01	2.544339e+00
-6.442649e-01	2.600415e+00
-6.546042e-01	2.682615e+00
-6.649435e-01	2.764816e+00
-6.752827e-01	2.847016e+00
-6.856220e-01	2.929216e+00
-6.959612e-01	2.937284e+00
-7.063005e-01	2.890907e+00
-7.166397e-01	2.844531e+00
-7.269790e-01	2.798154e+00
-7.373183e-01	2.751777e+00
-7.476575e-01	2.756274e+00
-7.579968e-01	2.778588e+00
-7.683360e-01	2.800902e+00
-7.786753e-01	2.823216e+00
-7.890145e-01	2.845529e+00
-7.993538e-01	2.827715e+00
-8.096931e-01	2.805673e+00
-8.200323e-01	2.783630e+00
-8.303716e-01	2.761588e+00
-8.407108e-01	2.741890e+00
-8.510501e-01	2.753937e+00
-8.613893e-01	2.765985e+00
-8.717286e-01	2.778033e+00
