# $E$ (ev)	Int (arb. units)
-1.554120e+00	4.490046e+00
-1.564459e+00	4.441359e+00
-1.574798e+00	4.392671e+00
-1.585137e+00	4.344632e+00
-1.595477e+00	4.344774e+00
-1.605816e+00	4.344917e+00
-1.616155e+00	4.345059e+00
-1.626494e+00	4.345202e+00
-1.636834e+00	4.364612e+00
-1.647173e+00	4.473403e+00
-1.657512e+00	4.582195e+00
-1.667851e+00	4.690986e+00
-1.678191e+00	4.799777e+00
-1.688530e+00	4.861639e+00
-1.698869e+00	4.832969e+00
-1.709208e+00	4.804300e+00
-1.719548e+00	4.775630e+00
-1.729887e+00	4.746961e+00
-1.740226e+00	4.701954e+00
-1.750565e+00	4.640962e+00
-1.760905e+00	4.579971e+00
-1.771244e+00	4.518980e+00
-1.781583e+00	4.457989e+00
-1.791922e+00	4.453626e+00
-1.802262e+00	4.477213e+00
-1.812601e+00	4.500801e+00
-1.822940e+00	4.524389e+00
-1.833279e+00	4.547977e+00
-1.843619e+00	4.571555e+00
-1.853958e+00	4.595132e+00
-1.864297e+00	4.618708e+00
-1.874637e+00	4.642285e+00
-1.884976e+00	4.665861e+00
-1.895315e+00	4.770613e+00
-1.905654e+00	4.875556e+00
-1.915994e+00	4.980499e+00
-1.926333e+00	5.085442e+00
-1.936672e+00	5.187472e+00
-1.947011e+00	5.274398e+00
-1.957351e+00	5.361324e+00
-1.967690e+00	5.448250e+00
-1.978029e+00	5.535177e+00
-1.988368e+00	5.605493e+00
-1.998708e+00	5.641433e+00
-2.009047e+00	5.677373e+00
-2.019386e+00	5.713312e+00
-2.029725e+00	5.749252e+00
-2.040065e+00	5.729363e+00
-2.050404e+00	5.651330e+00
-2.060743e+00	5.573297e+00
-2.071082e+00	5.495263e+00
-2.081422e+00	5.417230e+00
-2.091761e+00	5.339197e+00
-2.102100e+00	5.261164e+00
-2.112439e+00	5.183130e+00
-2.122779e+00	5.105097e+00
-2.133118e+00	5.027064e+00
-2.143457e+00	5.060319e+00
-2.153796e+00	5.118340e+00
-2.164136e+00	5.176362e+00
-2.174475e+00	5.234383e+00
-2.184814e+00	5.292405e+00
-2.195153e+00	5.350426e+00
-2.205493e+00	5.408448e+00
-2.215832e+00	5.466469e+00
-2.226171e+00	5.524490e+00
-2.236511e+00	5.593130e+00
-2.246850e+00	5.723834e+00
-2.257189e+00	5.854538e+00
-2.267528e+00	5.985242e+00
-2.277868e+00	6.115945e+00
-2.288207e+00	6.246649e+00
-2.298546e+00	6.377353e+00
-2.308885e+00	6.508056e+00
-2.319225e+00	6.638760e+00
-2.329564e+00	6.769464e+00
-2.339903e+00	6.838456e+00
-2.350242e+00	6.839026e+00
-2.360582e+00	6.839596e+00
-2.370921e+00	6.840165e+00
-2.381260e+00	6.840735e+00
-2.391599e+00	6.841305e+00
-2.401939e+00	6.841875e+00
-2.412278e+00	6.842445e+00
-2.422617e+00	6.843015e+00
-2.432956e+00	6.843585e+00
-2.443296e+00	6.883279e+00
-2.453635e+00	6.932610e+00
-2.463974e+00	6.981942e+00
-2.474313e+00	7.031274e+00
-2.484653e+00	7.080605e+00
-2.494992e+00	7.129937e+00
-2.505331e+00	7.179269e+00
-2.515670e+00	7.228601e+00
-2.526010e+00	7.277932e+00
-2.536349e+00	7.326567e+00
-2.546688e+00	7.370553e+00
-2.557027e+00	7.414539e+00
-2.567367e+00	7.458525e+00
-2.577706e+00	7.502511e+00
-2.588045e+00	7.546497e+00
-2.598384e+00	7.590483e+00
-2.608724e+00	7.634469e+00
-2.619063e+00	7.678455e+00
-2.629402e+00	7.722441e+00
-2.639742e+00	7.760723e+00
-2.650081e+00	7.792273e+00
-2.660420e+00	7.823823e+00
-2.670759e+00	7.855373e+00
-2.681099e+00	7.886923e+00
-2.691438e+00	7.918473e+00
-2.701777e+00	7.950023e+00
-2.712116e+00	7.981573e+00
-2.722456e+00	8.013123e+00
-2.732795e+00	8.044673e+00
-2.743134e+00	8.175107e+00
-2.753473e+00	8.332348e+00
-2.763813e+00	8.489589e+00
-2.774152e+00	8.646830e+00
-2.784491e+00	8.804071e+00
-2.794830e+00	8.961313e+00
-2.805170e+00	9.118554e+00
-2.815509e+00	9.275795e+00
-2.825848e+00	9.433036e+00
-2.836187e+00	9.574099e+00
-2.846527e+00	9.590465e+00
-2.856866e+00	9.606832e+00
-2.867205e+00	9.623199e+00
-2.877544e+00	9.639565e+00
-2.887884e+00	9.655932e+00
-2.898223e+00	9.672298e+00
-2.908562e+00	9.688665e+00
-2.918901e+00	9.705032e+00
-2.929241e+00	9.721398e+00
-2.939580e+00	9.747525e+00
-2.949919e+00	9.785924e+00
-2.960258e+00	9.824324e+00
-2.970598e+00	9.862723e+00
-2.980937e+00	9.901122e+00
-2.991276e+00	9.939522e+00
-3.001616e+00	9.977921e+00
-3.011955e+00	1.001632e+01
-3.022294e+00	1.005472e+01
-3.032633e+00	1.009312e+01
-3.042973e+00	1.005132e+01
-3.053312e+00	9.985710e+00
-3.063651e+00	9.920101e+00
-3.073990e+00	9.854492e+00
-3.084330e+00	9.788883e+00
-3.094669e+00	9.723275e+00
-3.105008e+00	9.657666e+00
-3.115347e+00	9.592057e+00
-3.125687e+00	9.526448e+00
-3.136026e+00	9.483060e+00
-3.146365e+00	9.641414e+00
-3.156704e+00	9.799767e+00
-3.167044e+00	9.958121e+00
-3.177383e+00	1.011647e+01
-3.187722e+00	1.027483e+01
-3.198061e+00	1.043318e+01
-3.208401e+00	1.059154e+01
-3.218740e+00	1.074989e+01
-3.229079e+00	1.090824e+01
-3.239418e+00	1.097061e+01
-3.249758e+00	1.090435e+01
-3.260097e+00	1.083809e+01
-3.270436e+00	1.077184e+01
-3.280775e+00	1.070558e+01
-3.291115e+00	1.063932e+01
-3.301454e+00	1.057306e+01
-3.311793e+00	1.050680e+01
-3.322132e+00	1.044055e+01
-3.332472e+00	1.037429e+01
-3.342811e+00	1.045080e+01
-3.353150e+00	1.057352e+01
-3.363489e+00	1.069624e+01
-3.373829e+00	1.081896e+01
-3.384168e+00	1.094168e+01
-3.394507e+00	1.106440e+01
-3.404847e+00	1.118712e+01
-3.415186e+00	1.130984e+01
-3.425525e+00	1.143256e+01
-3.435864e+00	1.155263e+01
-3.446204e+00	1.164364e+01
-3.456543e+00	1.173465e+01
-3.466882e+00	1.182566e+01
-3.477221e+00	1.191667e+01
-3.487561e+00	1.200769e+01
-3.497900e+00	1.209870e+01
-3.508239e+00	1.218971e+01
-3.518578e+00	1.228072e+01
-3.528918e+00	1.237173e+01
-3.539257e+00	1.240055e+01
-3.549596e+00	1.234049e+01
-3.559935e+00	1.228043e+01
-3.570275e+00	1.222037e+01
-3.580614e+00	1.216032e+01
-3.590953e+00	1.210026e+01
-3.601292e+00	1.204020e+01
-3.611632e+00	1.198015e+01
-3.621971e+00	1.192009e+01
-3.632310e+00	1.186003e+01
-3.642649e+00	1.193780e+01
-3.652989e+00	1.206403e+01
-3.663328e+00	1.219026e+01
-3.673667e+00	1.231650e+01
-3.684006e+00	1.244273e+01
-3.694346e+00	1.256896e+01
-3.704685e+00	1.269519e+01
-3.715024e+00	1.282143e+01
-3.725363e+00	1.294766e+01
-3.735703e+00	1.305982e+01
-3.746042e+00	1.297903e+01
-3.756381e+00	1.289824e+01
-3.766721e+00	1.281745e+01
-3.777060e+00	1.273666e+01
-3.787399e+00	1.265587e+01
-3.797738e+00	1.257508e+01
-3.808078e+00	1.249429e+01
-3.818417e+00	1.241349e+01
-3.828756e+00	1.233270e+01
-3.839095e+00	1.226079e+01
-3.849435e+00	1.220243e+01
-3.859774e+00	1.214406e+01
-3.870113e+00	1.208569e+01
-3.880452e+00	1.202732e+01
-3.890792e+00	1.196895e+01
-3.901131e+00	1.191058e+01
-3.911470e+00	1.185221e+01
-3.921809e+00	1.179384e+01
-3.932149e+00	1.173547e+01
-3.942488e+00	1.167306e+01
-3.952827e+00	1.160910e+01
-3.963166e+00	1.154514e+01
-3.973506e+00	1.148119e+01
-3.983845e+00	1.141723e+01
-3.994184e+00	1.135327e+01
-4.004523e+00	1.128931e+01
-4.014863e+00	1.122536e+01
-4.025202e+00	1.116140e+01
-4.035541e+00	1.110431e+01
-4.045880e+00	1.117152e+01
-4.056220e+00	1.123872e+01
-4.066559e+00	1.130593e+01
-4.076898e+00	1.137314e+01
-4.087237e+00	1.144035e+01
-4.097577e+00	1.150755e+01
-4.107916e+00	1.157476e+01
-4.118255e+00	1.164197e+01
-4.128595e+00	1.170918e+01
-4.138934e+00	1.170930e+01
-4.149273e+00	1.160018e+01
-4.159612e+00	1.149107e+01
-4.169952e+00	1.138195e+01
-4.180291e+00	1.127284e+01
-4.190630e+00	1.116372e+01
-4.200969e+00	1.105460e+01
-4.211309e+00	1.094549e+01
-4.221648e+00	1.083637e+01
-4.231987e+00	1.072725e+01
-4.242326e+00	1.067799e+01
-4.252666e+00	1.065334e+01
-4.263005e+00	1.062870e+01
-4.273344e+00	1.060405e+01
-4.283683e+00	1.057940e+01
-4.294023e+00	1.055475e+01
-4.304362e+00	1.053010e+01
-4.314701e+00	1.050546e+01
-4.325040e+00	1.048081e+01
-4.335380e+00	1.045057e+01
-4.345719e+00	1.027377e+01
-4.356058e+00	1.009697e+01
-4.366397e+00	9.920175e+00
-4.376737e+00	9.743376e+00
-4.387076e+00	9.566577e+00
-4.397415e+00	9.389777e+00
-4.407754e+00	9.212978e+00
-4.418094e+00	9.036179e+00
-4.428433e+00	8.859379e+00
-4.438772e+00	8.712758e+00
-4.449111e+00	8.618675e+00
-4.459451e+00	8.524591e+00
-4.469790e+00	8.430507e+00
-4.480129e+00	8.336424e+00
-4.490468e+00	8.242340e+00
-4.500808e+00	8.148257e+00
-4.511147e+00	8.054173e+00
-4.521486e+00	7.960089e+00
-4.531826e+00	7.866006e+00
-4.542165e+00	7.871803e+00
-4.552504e+00	7.921855e+00
-4.562843e+00	7.971906e+00
-4.573183e+00	8.021958e+00
-4.583522e+00	8.072009e+00
-4.593861e+00	8.122061e+00
-4.604200e+00	8.172112e+00
-4.614540e+00	8.222164e+00
-4.624879e+00	8.272215e+00
-4.635218e+00	8.319492e+00
-4.645557e+00	8.237997e+00
-4.655897e+00	8.156502e+00
-4.666236e+00	8.075006e+00
-4.676575e+00	7.993511e+00
-4.686914e+00	7.912016e+00
-4.697254e+00	7.830520e+00
-4.707593e+00	7.749025e+00
-4.717932e+00	7.667530e+00
-4.728271e+00	7.586034e+00
-4.738611e+00	7.514457e+00
-4.748950e+00	7.461363e+00
-4.759289e+00	7.408269e+00
-4.769628e+00	7.355175e+00
-4.779968e+00	7.302081e+00
-4.790307e+00	7.248987e+00
-4.800646e+00	7.195892e+00
-4.810985e+00	7.142798e+00
-4.821325e+00	7.089704e+00
-4.831664e+00	7.036610e+00
-4.842003e+00	7.044001e+00
-4.852342e+00	7.080205e+00
-4.862682e+00	7.116408e+00
-4.873021e+00	7.152611e+00
-4.883360e+00	7.188815e+00
-4.893700e+00	7.225018e+00
-4.904039e+00	7.261222e+00
-4.914378e+00	7.297425e+00
-4.924717e+00	7.333629e+00
-4.935057e+00	7.369428e+00
-4.945396e+00	7.331771e+00
-4.955735e+00	7.294114e+00
-4.966074e+00	7.256456e+00
-4.976414e+00	7.218799e+00
-4.986753e+00	7.181141e+00
-4.997092e+00	7.143484e+00
-5.007431e+00	7.105827e+00
-5.017771e+00	7.068169e+00
-5.028110e+00	7.030512e+00
-5.038449e+00	6.982190e+00
-5.048788e+00	6.912562e+00
-5.059128e+00	6.842935e+00
-5.069467e+00	6.773308e+00
-5.079806e+00	6.703681e+00
-5.090145e+00	6.634053e+00
-5.100485e+00	6.564426e+00
-5.110824e+00	6.494799e+00
-5.121163e+00	6.425172e+00
-5.131502e+00	6.355545e+00
-5.141842e+00	6.321324e+00
-5.152181e+00	6.305205e+00
-5.162520e+00	6.289085e+00
-5.172859e+00	6.272965e+00
-5.183199e+00	6.256846e+00
-5.193538e+00	6.240726e+00
-5.203877e+00	6.224606e+00
-5.214216e+00	6.208487e+00
-5.224556e+00	6.192367e+00
-5.234895e+00	6.176247e+00
-5.245234e+00	6.166001e+00
-5.255574e+00	6.155815e+00
-5.265913e+00	6.145629e+00
-5.276252e+00	6.135443e+00
-5.286591e+00	6.125258e+00
-5.296931e+00	6.115072e+00
-5.307270e+00	6.104886e+00
-5.317609e+00	6.094700e+00
-5.327948e+00	6.084514e+00
-5.338288e+00	6.077527e+00
-5.348627e+00	6.077402e+00
-5.358966e+00	6.077278e+00
-5.369305e+00	6.077153e+00
-5.379645e+00	6.077029e+00
-5.389984e+00	6.076904e+00
-5.400323e+00	6.076779e+00
-5.410662e+00	6.076655e+00
-5.421002e+00	6.076530e+00
-5.431341e+00	6.076405e+00
-5.441680e+00	5.992166e+00
-5.452019e+00	5.861852e+00
-5.462359e+00	5.731538e+00
-5.472698e+00	5.601224e+00
-5.483037e+00	5.470910e+00
-5.493376e+00	5.340596e+00
-5.503716e+00	5.210282e+00
-5.514055e+00	5.079967e+00
-5.524394e+00	4.949653e+00
-5.534733e+00	4.819339e+00
-5.545073e+00	4.827927e+00
-5.555412e+00	4.840190e+00
-5.565751e+00	4.852453e+00
-5.576090e+00	4.864716e+00
-5.586430e+00	4.876980e+00
-5.596769e+00	4.889243e+00
-5.607108e+00	4.901506e+00
-5.617447e+00	4.913769e+00
-5.627787e+00	4.926033e+00
-5.638126e+00	4.930924e+00
-5.648465e+00	4.918805e+00
-5.658805e+00	4.906686e+00
-5.669144e+00	4.894567e+00
-5.679483e+00	4.882448e+00
-5.689822e+00	4.870330e+00
-5.700162e+00	4.858211e+00
-5.710501e+00	4.846092e+00
-5.720840e+00	4.833973e+00
-5.731179e+00	4.821854e+00
-5.741519e+00	4.817454e+00
-5.751858e+00	4.817579e+00
-5.762197e+00	4.817704e+00
-5.772536e+00	4.817828e+00
-5.782876e+00	4.817953e+00
-5.793215e+00	4.818078e+00
-5.803554e+00	4.818202e+00
-5.813893e+00	4.818327e+00
-5.824233e+00	4.818452e+00
-5.834572e+00	4.818576e+00
-5.844911e+00	4.816513e+00
-5.855250e+00	4.814355e+00
-5.865590e+00	4.812197e+00
-5.875929e+00	4.810039e+00
-5.886268e+00	4.807881e+00
-5.896607e+00	4.805724e+00
-5.906947e+00	4.803566e+00
-5.917286e+00	4.801408e+00
-5.927625e+00	4.799250e+00
-5.937964e+00	4.820111e+00
-5.948304e+00	4.898237e+00
-5.958643e+00	4.976363e+00
-5.968982e+00	5.054489e+00
-5.979321e+00	5.132614e+00
-5.989661e+00	5.210740e+00
-6.000000e+00	5.288866e+00
