# $E$ (ev)	Int (arb. units)
4.000000e-01	1.175535e+00
3.896607e-01	9.491064e-01
3.793215e-01	8.974513e-01
3.689822e-01	9.892448e-01
3.586430e-01	1.102903e+00
3.483037e-01	1.361284e+00
3.379645e-01	1.619664e+00
3.276252e-01	1.485536e+00
3.172859e-01	1.193630e+00
3.069467e-01	1.044498e+00
2.966074e-01	1.236063e+00
2.862682e-01	1.427627e+00
2.759289e-01	1.692446e+00
2.655897e-01	1.967506e+00
2.552504e-01	1.917032e+00
2.449111e-01	1.483447e+00
2.345719e-01	1.068846e+00
2.242326e-01	1.093735e+00
2.138934e-01	1.118623e+00
2.035541e-01	1.200495e+00
1.932149e-01	1.316787e+00
1.828756e-01	1.434794e+00
1.725363e-01	1.559431e+00
1.621971e-01	1.684069e+00
1.518578e-01	1.677598e+00
1.415186e-01	1.635748e+00
1.311793e-01	1.593952e+00
1.208401e-01	1.552248e+00
1.105008e-01	1.510544e+00
1.001616e-01	1.508457e+00
8.982229e-02	1.508387e+00
7.948304e-02	1.565980e+00
6.914378e-02	1.673975e+00
5.880452e-02	1.829086e+00
4.846527e-02	2.344567e+00
3.812601e-02	2.860047e+00
2.778675e-02	4.651560e+00
1.744750e-02	6.996068e+00
7.108239e-03	8.292786e+00
-3.231018e-03	6.891005e+00
-1.357027e-02	5.489223e+00
-2.390953e-02	4.447021e+00
-3.424879e-02	3.462521e+00
-4.458805e-02	2.852195e+00
-5.492730e-02	2.710904e+00
-6.526656e-02	2.569188e+00
-7.560582e-02	2.411355e+00
-8.594507e-02	2.253522e+00
-9.628433e-02	2.262526e+00
-1.066236e-01	2.379180e+00
-1.169628e-01	2.440520e+00
-1.273021e-01	2.265808e+00
-1.376414e-01	2.091096e+00
-1.479806e-01	1.952142e+00
-1.583199e-01	1.823757e+00
-1.686591e-01	1.812770e+00
-1.789984e-01	2.016110e+00
-1.893376e-01	2.219449e+00
-1.996769e-01	2.255846e+00
-2.100162e-01	2.280817e+00
-2.203554e-01	2.185133e+00
-2.306947e-01	1.977166e+00
-2.410339e-01	1.810801e+00
-2.513732e-01	2.018850e+00
-2.617124e-01	2.226899e+00
-2.720517e-01	2.208013e+00
-2.823910e-01	2.083329e+00
-2.927302e-01	1.960800e+00
-3.030695e-01	1.844279e+00
-3.134087e-01	1.727758e+00
-3.237480e-01	1.731056e+00
-3.340872e-01	1.756150e+00
-3.444265e-01	1.831136e+00
-3.547658e-01	1.972766e+00
-3.651050e-01	2.112028e+00
-3.754443e-01	2.020501e+00
-3.857835e-01	1.928973e+00
-3.961228e-01	1.724025e+00
-4.064620e-01	1.440970e+00
-4.168013e-01	1.226390e+00
-4.271405e-01	1.336371e+00
-4.374798e-01	1.446352e+00
-4.478191e-01	1.666888e+00
-4.581583e-01	1.923058e+00
-4.684976e-01	2.016634e+00
-4.788368e-01	1.792159e+00
-4.891761e-01	1.567683e+00
-4.995153e-01	1.668319e+00
-5.098546e-01	1.797105e+00
-5.201939e-01	1.997311e+00
-5.305331e-01	2.268272e+00
-5.408724e-01	2.503728e+00
-5.512116e-01	2.353880e+00
-5.615509e-01	2.204032e+00
-5.718901e-01	2.076253e+00
-5.822294e-01	1.959521e+00
-5.925687e-01	1.886287e+00
-6.029079e-01	1.944643e+00
-6.132472e-01	2.002999e+00
-6.235864e-01	1.943879e+00
-6.339257e-01	1.860777e+00
-6.442649e-01	1.878182e+00
-6.546042e-01	2.038730e+00
-6.649435e-01	2.199279e+00
-6.752827e-01	2.191583e+00
-6.856220e-01	2.182962e+00
-6.959612e-01	2.272611e+00
-7.063005e-01	2.434432e+00
-7.166397e-01	2.577096e+00
-7.269790e-01	2.618120e+00
-7.373183e-01	2.659143e+00
-7.476575e-01	2.582505e+00
-7.579968e-01	2.464660e+00
-7.683360e-01	2.403736e+00
-7.786753e-01	2.462307e+00
-7.890145e-01	2.520877e+00
-7.993538e-01	2.544987e+00
-8.096931e-01	2.565467e+00
-8.200323e-01	2.585947e+00
-8.303716e-01	2.606427e+00
-8.407108e-01	2.641888e+00
-8.510501e-01	2.880289e+00
-8.613893e-01	3.118690e+00
-8.717286e-01	3.357090e+00
-8.820679e-01	3.595491e+00
-8.924071e-01	3.723932e+00
-9.027464e-01	3.490025e+00
-9.130856e-01	3.256117e+00
-9.234249e-01	3.022210e+00
-9.337641e-01	2.788302e+00
-9.441034e-01	2.644132e+00
-9.544426e-01	2.636334e+00
-9.647819e-01	2.628536e+00
-9.751212e-01	2.620738e+00
-9.854604e-01	2.612939e+00
-9.957997e-01	2.532673e+00
-1.006139e+00	2.395684e+00
-1.016478e+00	2.258696e+00
-1.026817e+00	2.121707e+00
-1.037157e+00	1.984718e+00
-1.047496e+00	2.010251e+00
-1.057835e+00	2.097431e+00
-1.068174e+00	2.184610e+00
-1.078514e+00	2.271790e+00
-1.088853e+00	2.358970e+00
-1.099192e+00	2.416547e+00
-1.109532e+00	2.470430e+00
-1.119871e+00	2.524314e+00
-1.130210e+00	2.578197e+00
-1.140549e+00	2.628994e+00
-1.150889e+00	2.624772e+00
-1.161228e+00	2.620549e+00
-1.171567e+00	2.616327e+00
-1.181906e+00	2.612105e+00
-1.192246e+00	2.623231e+00
-1.202585e+00	2.689680e+00
-1.212924e+00	2.756130e+00
-1.223263e+00	2.822579e+00
-1.233603e+00	2.889028e+00
-1.243942e+00	2.909639e+00
-1.254281e+00	2.855857e+00
-1.264620e+00	2.802076e+00
-1.274960e+00	2.748295e+00
-1.285299e+00	2.694513e+00
-1.295638e+00	2.670075e+00
-1.305977e+00	2.670103e+00
-1.316317e+00	2.670131e+00
-1.326656e+00	2.670159e+00
-1.336995e+00	2.670187e+00
-1.347334e+00	2.714331e+00
-1.357674e+00	2.776548e+00
-1.368013e+00	2.838766e+00
-1.378352e+00	2.900983e+00
-1.388691e+00	2.963201e+00
-1.399031e+00	2.956584e+00
-1.409370e+00	2.939992e+00
-1.419709e+00	2.923401e+00
-1.430048e+00	2.906810e+00
-1.440388e+00	2.891466e+00
-1.450727e+00	2.908143e+00
-1.461066e+00	2.924819e+00
-1.471405e+00	2.941496e+00
-1.481745e+00	2.958172e+00
-1.492084e+00	2.952285e+00
-1.502423e+00	2.857014e+00
-1.512763e+00	2.761742e+00
-1.523102e+00	2.666471e+00
-1.533441e+00	2.571200e+00
-1.543780e+00	2.550370e+00
-1.554120e+00	2.658696e+00
-1.564459e+00	2.767023e+00
-1.574798e+00	2.875349e+00
-1.585137e+00	2.983676e+00
-1.595477e+00	2.986317e+00
-1.605816e+00	2.895120e+00
-1.616155e+00	2.803922e+00
-1.626494e+00	2.712724e+00
-1.636834e+00	2.621527e+00
-1.647173e+00	2.590830e+00
-1.657512e+00	2.586842e+00
-1.667851e+00	2.582853e+00
-1.678191e+00	2.578864e+00
-1.688530e+00	2.574876e+00
-1.698869e+00	2.610072e+00
-1.709208e+00	2.651763e+00
-1.719548e+00	2.693454e+00
-1.729887e+00	2.735144e+00
-1.740226e+00	2.775029e+00
-1.750565e+00	2.734123e+00
-1.760905e+00	2.693218e+00
-1.771244e+00	2.652313e+00
-1.781583e+00	2.611408e+00
-1.791922e+00	2.611386e+00
-1.802262e+00	2.790357e+00
-1.812601e+00	2.969328e+00
-1.822940e+00	3.148300e+00
-1.833279e+00	3.327271e+00
-1.843619e+00	3.425810e+00
-1.853958e+00	3.374972e+00
-1.864297e+00	3.324135e+00
-1.874637e+00	3.273298e+00
-1.884976e+00	3.222461e+00
-1.895315e+00	3.248916e+00
-1.905654e+00	3.348435e+00
-1.915994e+00	3.447953e+00
-1.926333e+00	3.547472e+00
-1.936672e+00	3.646991e+00
-1.947011e+00	3.673154e+00
-1.957351e+00	3.664499e+00
-1.967690e+00	3.655844e+00
-1.978029e+00	3.647189e+00
-1.988368e+00	3.638534e+00
-1.998708e+00	3.701351e+00
-2.009047e+00	3.777560e+00
-2.019386e+00	3.853769e+00
-2.029725e+00	3.929978e+00
-2.040065e+00	4.005484e+00
-2.050404e+00	3.969052e+00
-2.060743e+00	3.932620e+00
-2.071082e+00	3.896188e+00
-2.081422e+00	3.859756e+00
-2.091761e+00	3.814204e+00
-2.102100e+00	3.724224e+00
-2.112439e+00	3.634244e+00
-2.122779e+00	3.544263e+00
-2.133118e+00	3.454283e+00
-2.143457e+00	3.409402e+00
-2.153796e+00	3.454297e+00
-2.164136e+00	3.499192e+00
-2.174475e+00	3.544087e+00
-2.184814e+00	3.588982e+00
-2.195153e+00	3.633878e+00
-2.205493e+00	3.678773e+00
-2.215832e+00	3.723668e+00
-2.226171e+00	3.768563e+00
-2.236511e+00	3.813458e+00
-2.246850e+00	3.841892e+00
-2.257189e+00	3.861940e+00
-2.267528e+00	3.881988e+00
-2.277868e+00	3.902036e+00
-2.288207e+00	3.922084e+00
-2.298546e+00	3.942132e+00
-2.308885e+00	3.962180e+00
-2.319225e+00	3.982228e+00
-2.329564e+00	4.002276e+00
-2.339903e+00	4.022324e+00
-2.350242e+00	4.127848e+00
-2.360582e+00	4.234180e+00
-2.370921e+00	4.340513e+00
-2.381260e+00	4.446846e+00
-2.391599e+00	4.553178e+00
-2.401939e+00	4.659511e+00
-2.412278e+00	4.765843e+00
-2.422617e+00	4.872176e+00
-2.432956e+00	4.978509e+00
-2.443296e+00	5.049631e+00
-2.453635e+00	5.045500e+00
-2.463974e+00	5.041370e+00
-2.474313e+00	5.037239e+00
-2.484653e+00	5.033108e+00
-2.494992e+00	5.028978e+00
-2.505331e+00	5.024847e+00
-2.515670e+00	5.020716e+00
-2.526010e+00	5.016586e+00
-2.536349e+00	5.012455e+00
-2.546688e+00	5.041891e+00
-2.557027e+00	5.089651e+00
-2.567367e+00	5.137411e+00
-2.577706e+00	5.185170e+00
-2.588045e+00	5.232930e+00
-2.598384e+00	5.280690e+00
-2.608724e+00	5.328450e+00
-2.619063e+00	5.376210e+00
-2.629402e+00	5.423969e+00
-2.639742e+00	5.471729e+00
-2.650081e+00	5.576411e+00
-2.660420e+00	5.682553e+00
-2.670759e+00	5.788694e+00
-2.681099e+00	5.894836e+00
-2.691438e+00	6.000978e+00
-2.701777e+00	6.107119e+00
-2.712116e+00	6.213261e+00
-2.722456e+00	6.319402e+00
-2.732795e+00	6.425544e+00
-2.743134e+00	6.494789e+00
-2.753473e+00	6.479209e+00
-2.763813e+00	6.463630e+00
-2.774152e+00	6.448051e+00
-2.784491e+00	6.432471e+00
-2.794830e+00	6.416892e+00
-2.805170e+00	6.401313e+00
-2.815509e+00	6.385733e+00
-2.825848e+00	6.370154e+00
-2.836187e+00	6.354575e+00
-2.846527e+00	6.425707e+00
-2.856866e+00	6.547492e+00
-2.867205e+00	6.669278e+00
-2.877544e+00	6.791063e+00
-2.887884e+00	6.912849e+00
-2.898223e+00	7.034635e+00
-2.908562e+00	7.156420e+00
-2.918901e+00	7.278206e+00
-2.929241e+00	7.399991e+00
-2.939580e+00	7.521777e+00
-2.949919e+00	7.570630e+00
-2.960258e+00	7.616395e+00
-2.970598e+00	7.662160e+00
-2.980937e+00	7.707925e+00
-2.991276e+00	7.753691e+00
-3.001616e+00	7.799456e+00
-3.011955e+00	7.845221e+00
-3.022294e+00	7.890986e+00
-3.032633e+00	7.936751e+00
-3.042973e+00	7.972334e+00
-3.053312e+00	7.982684e+00
-3.063651e+00	7.993034e+00
-3.073990e+00	8.003384e+00
-3.084330e+00	8.013734e+00
-3.094669e+00	8.024084e+00
-3.105008e+00	8.034434e+00
-3.115347e+00	8.044784e+00
-3.125687e+00	8.055134e+00
-3.136026e+00	8.065484e+00
-3.146365e+00	8.096442e+00
-3.156704e+00	8.140268e+00
-3.167044e+00	8.184094e+00
-3.177383e+00	8.227920e+00
-3.187722e+00	8.271746e+00
-3.198061e+00	8.315572e+00
-3.208401e+00	8.359398e+00
-3.218740e+00	8.403224e+00
-3.229079e+00	8.447050e+00
-3.239418e+00	8.490876e+00
-3.249758e+00	8.591963e+00
-3.260097e+00	8.696463e+00
-3.270436e+00	8.800963e+00
-3.280775e+00	8.905462e+00
-3.291115e+00	9.009962e+00
-3.301454e+00	9.114462e+00
-3.311793e+00	9.218962e+00
-3.322132e+00	9.323462e+00
-3.332472e+00	9.427962e+00
-3.342811e+00	9.544015e+00
-3.353150e+00	9.691008e+00
-3.363489e+00	9.838001e+00
-3.373829e+00	9.984994e+00
-3.384168e+00	1.013199e+01
-3.394507e+00	1.027898e+01
-3.404847e+00	1.042597e+01
-3.415186e+00	1.057297e+01
-3.425525e+00	1.071996e+01
-3.435864e+00	1.086695e+01
-3.446204e+00	1.096329e+01
-3.456543e+00	1.102587e+01
-3.466882e+00	1.108844e+01
-3.477221e+00	1.115101e+01
-3.487561e+00	1.121358e+01
-3.497900e+00	1.127615e+01
-3.508239e+00	1.133872e+01
-3.518578e+00	1.140130e+01
-3.528918e+00	1.146387e+01
-3.539257e+00	1.152644e+01
-3.549596e+00	1.150399e+01
-3.559935e+00	1.147497e+01
-3.570275e+00	1.144594e+01
-3.580614e+00	1.141691e+01
-3.590953e+00	1.138788e+01
-3.601292e+00	1.135885e+01
-3.611632e+00	1.132983e+01
-3.621971e+00	1.130080e+01
-3.632310e+00	1.127177e+01
-3.642649e+00	1.127870e+01
-3.652989e+00	1.139000e+01
-3.663328e+00	1.150129e+01
-3.673667e+00	1.161259e+01
-3.684006e+00	1.172389e+01
-3.694346e+00	1.183518e+01
-3.704685e+00	1.194648e+01
-3.715024e+00	1.205778e+01
-3.725363e+00	1.216907e+01
-3.735703e+00	1.228037e+01
-3.746042e+00	1.235464e+01
-3.756381e+00	1.240257e+01
-3.766721e+00	1.245050e+01
-3.777060e+00	1.249844e+01
-3.787399e+00	1.254637e+01
-3.797738e+00	1.259430e+01
-3.808078e+00	1.264224e+01
