# $E$ (ev)	Int (arb. units)
4.000000e-01	1.444361e+00
3.896607e-01	1.468824e+00
3.793215e-01	1.444010e+00
3.689822e-01	1.378752e+00
3.586430e-01	1.347765e+00
3.483037e-01	1.543626e+00
3.379645e-01	1.739487e+00
3.276252e-01	1.813578e+00
3.172859e-01	1.838721e+00
3.069467e-01	1.798600e+00
2.966074e-01	1.602741e+00
2.862682e-01	1.406883e+00
2.759289e-01	1.389958e+00
2.655897e-01	1.398049e+00
2.552504e-01	1.364932e+00
2.449111e-01	1.283319e+00
2.345719e-01	1.203055e+00
2.242326e-01	1.154026e+00
2.138934e-01	1.104998e+00
2.035541e-01	1.055913e+00
1.932149e-01	1.006795e+00
1.828756e-01	1.026507e+00
1.725363e-01	1.312374e+00
1.621971e-01	1.598241e+00
1.518578e-01	1.780860e+00
1.415186e-01	1.935619e+00
1.311793e-01	1.966772e+00
1.208401e-01	1.787035e+00
1.105008e-01	1.607298e+00
1.001616e-01	1.629591e+00
8.982229e-02	1.662169e+00
7.948304e-02	1.816540e+00
6.914378e-02	2.077369e+00
5.880452e-02	2.311830e+00
4.846527e-02	2.344612e+00
3.812601e-02	2.377394e+00
2.778675e-02	3.833050e+00
1.744750e-02	5.905338e+00
7.108239e-03	7.299279e+00
-3.231018e-03	6.946195e+00
-1.357027e-02	6.593111e+00
-2.390953e-02	5.342370e+00
-3.424879e-02	3.947580e+00
-4.458805e-02	3.092055e+00
-5.492730e-02	2.912507e+00
-6.526656e-02	2.735062e+00
-7.560582e-02	2.637062e+00
-8.594507e-02	2.539061e+00
-9.628433e-02	2.436254e+00
-1.066236e-01	2.330347e+00
-1.169628e-01	2.221875e+00
-1.273021e-01	2.102460e+00
-1.376414e-01	1.983045e+00
-1.479806e-01	1.922159e+00
-1.583199e-01	1.878570e+00
-1.686591e-01	1.864861e+00
-1.789984e-01	1.905698e+00
-1.893376e-01	1.946535e+00
-1.996769e-01	1.995113e+00
-2.100162e-01	2.044222e+00
-2.203554e-01	2.105922e+00
-2.306947e-01	2.179340e+00
-2.410339e-01	2.255203e+00
-2.513732e-01	2.353068e+00
-2.617124e-01	2.450934e+00
-2.720517e-01	2.437519e+00
-2.823910e-01	2.372223e+00
