# $E$ (mev)	Int (arb. units)	Err. bars (arb. units)
-2.961000e+02	7.286433e-01	5.381174e+00
-2.914000e+02	2.363174e-01	5.232314e+00
-2.867000e+02	7.401859e-02	5.177073e+00
-2.820000e+02	-9.112515e-02	5.111004e+00
-2.773000e+02	-7.451540e-01	4.866801e+00
-2.726000e+02	-5.804519e-01	4.926369e+00
-2.679000e+02	-2.551236e-01	5.050555e+00
-2.632000e+02	-4.198814e-01	4.988878e+00
-2.585000e+02	2.358966e-01	5.232335e+00
-2.538000e+02	-4.164001e-01	4.992631e+00
-2.491000e+02	-8.907077e-02	5.115080e+00
-2.444000e+02	-4.178202e-01	4.987203e+00
-2.397000e+02	-9.092515e-01	4.804099e+00
-2.350000e+02	2.380296e-01	5.231963e+00
-2.303000e+02	7.258481e-02	5.174396e+00
-2.256000e+02	-4.174930e-01	4.988290e+00
-2.209000e+02	7.259952e-02	5.173361e+00
-2.162000e+02	-4.187856e-01	4.986950e+00
-2.115000e+02	-9.030602e-02	5.112364e+00
-2.068000e+02	-4.192306e-01	4.988433e+00
-2.021000e+02	4.000452e-01	5.296470e+00
-1.974000e+02	5.633838e-01	5.357267e+00
-1.927000e+02	-9.127367e-02	5.113965e+00
-1.880000e+02	-4.179991e-01	4.989023e+00
-1.833000e+02	7.264597e-02	5.167253e+00
-1.786000e+02	-2.545150e-01	5.047508e+00
-1.739000e+02	-2.549256e-01	5.052758e+00
-1.692000e+02	-2.541256e-01	5.048469e+00
-1.645000e+02	8.935234e-01	5.475535e+00
-1.598000e+02	2.364840e-01	5.231495e+00
-1.551000e+02	1.216248e+00	5.606534e+00
-1.504000e+02	-2.531556e-01	5.049095e+00
-1.457000e+02	7.372512e-02	5.170246e+00
-1.410000e+02	-4.177718e-01	4.988057e+00
-1.363000e+02	-5.800593e-01	4.925929e+00
-1.316000e+02	-4.179558e-01	4.988305e+00
-1.269000e+02	1.219816e+00	5.600293e+00
-1.222000e+02	2.392262e-01	5.230325e+00
-1.175000e+02	4.040222e-01	5.290785e+00
-1.128000e+02	4.023834e-01	5.294773e+00
-1.081000e+02	5.680972e-01	5.357283e+00
-1.034000e+02	4.007889e-01	5.296187e+00
-9.870000e+01	2.390267e-01	5.232212e+00
-9.400000e+01	-8.985010e-02	5.113103e+00
-8.930000e+01	7.341522e-02	5.175021e+00
-8.460000e+01	7.376280e-02	5.177125e+00
-7.990000e+01	2.390144e-01	5.236697e+00
-7.520000e+01	8.934320e-01	5.481443e+00
-7.050000e+01	5.665067e-01	5.363865e+00
-6.580000e+01	8.938343e-01	5.482858e+00
-6.110000e+01	7.301455e-01	5.391770e+00
-5.640000e+01	1.223083e+00	5.613210e+00
-5.170000e+01	2.368288e+00	6.043977e+00
-4.700000e+01	2.041106e+00	5.916705e+00
-4.230000e+01	3.181090e+00	6.345652e+00
-3.760000e+01	3.670721e+00	6.532155e+00
-3.290000e+01	8.255209e+00	8.180915e+00
-2.820000e+01	9.735125e+00	8.704844e+00
-2.350000e+01	1.283932e+01	9.837005e+00
-1.880000e+01	2.528935e+01	1.405823e+01
-1.410000e+01	3.725075e+01	1.811938e+01
-9.400000e+00	4.658610e+01	2.106405e+01
-4.700000e+00	5.771500e+01	2.422700e+01
0.000000e+00	6.542211e+01	2.685367e+01
4.700000e+00	7.214260e+01	2.893581e+01
9.400000e+00	6.066308e+01	2.546345e+01
1.410000e+01	5.331757e+01	2.274256e+01
1.880000e+01	4.643023e+01	2.097891e+01
2.350000e+01	4.789754e+01	2.144565e+01
2.820000e+01	4.054218e+01	1.905389e+01
3.290000e+01	3.119295e+01	1.610395e+01
3.760000e+01	3.037064e+01	1.589214e+01
4.230000e+01	2.430457e+01	1.385519e+01
4.700000e+01	2.088251e+01	1.275170e+01
5.170000e+01	1.562946e+01	1.068944e+01
5.640000e+01	1.236361e+01	9.688469e+00
6.110000e+01	1.154282e+01	9.472178e+00
6.580000e+01	1.055346e+01	9.018791e+00
7.050000e+01	6.633417e+00	7.534378e+00
7.520000e+01	7.612359e+00	8.015359e+00
7.990000e+01	3.675229e+00	6.532405e+00
8.460000e+01	5.966517e+00	7.320588e+00
8.930000e+01	4.333963e+00	6.776644e+00
9.400000e+01	2.533384e+00	6.103601e+00
9.870000e+01	3.845522e+00	6.561579e+00
1.034000e+02	2.861028e+00	6.224300e+00
1.081000e+02	3.190460e+00	6.314186e+00
1.128000e+02	2.700427e+00	6.159639e+00
1.175000e+02	2.040068e+00	5.906490e+00
1.222000e+02	2.039140e+00	5.909636e+00
1.269000e+02	2.038382e+00	5.914372e+00
1.316000e+02	2.697529e+00	6.160038e+00
1.363000e+02	3.022135e+00	6.283292e+00
1.410000e+02	2.858327e+00	6.182879e+00
1.457000e+02	2.535579e+00	6.094751e+00
1.504000e+02	2.366544e+00	6.033492e+00
1.551000e+02	1.385863e+00	5.666488e+00
1.598000e+02	1.220502e+00	5.603340e+00
1.645000e+02	1.712931e+00	5.786825e+00
1.692000e+02	1.547872e+00	5.727417e+00
1.739000e+02	5.655390e-01	5.359253e+00
1.786000e+02	1.219667e+00	5.611361e+00
1.833000e+02	1.713186e+00	5.788343e+00
1.880000e+02	2.205016e+00	5.975633e+00
1.927000e+02	7.291597e-01	5.425170e+00
1.974000e+02	2.041236e+00	5.912834e+00
2.021000e+02	2.370042e+00	6.031771e+00
2.068000e+02	1.056676e+00	5.540006e+00
2.115000e+02	8.932217e-01	5.480432e+00
2.162000e+02	5.638100e-01	5.361770e+00
2.209000e+02	1.384575e+00	5.671027e+00
2.256000e+02	1.713817e+00	5.724499e+00
2.303000e+02	8.914531e-01	5.481178e+00
2.350000e+02	1.544876e+00	5.734450e+00
2.397000e+02	7.266969e-01	5.417219e+00
2.444000e+02	-9.057814e-02	5.110291e+00
2.491000e+02	-5.818151e-01	4.927305e+00
2.538000e+02	-9.022943e-02	5.109917e+00
2.585000e+02	-9.225760e-02	5.110613e+00
2.632000e+02	2.375136e-01	5.234461e+00
2.679000e+02	1.219521e+00	5.600588e+00
2.726000e+02	-4.178732e-01	4.988266e+00
2.773000e+02	4.017756e-01	5.294114e+00
2.820000e+02	-8.915008e-02	5.112677e+00
2.867000e+02	-5.819166e-01	4.927922e+00
2.914000e+02	-8.906252e-02	5.110533e+00
2.961000e+02	-2.552859e-01	5.049813e+00
3.008000e+02	-9.121625e-02	5.112255e+00
3.055000e+02	-2.538302e-01	5.052038e+00
3.102000e+02	-8.781577e-02	5.114980e+00
3.149000e+02	-2.531888e-01	5.050298e+00
