# $E$ (ev)	Int (arb. units)
-2.236511e+00	3.710563e+00
-2.246850e+00	3.812539e+00
-2.257189e+00	3.914516e+00
-2.267528e+00	4.016493e+00
-2.277868e+00	4.118469e+00
-2.288207e+00	4.220446e+00
-2.298546e+00	4.322422e+00
-2.308885e+00	4.272174e+00
-2.319225e+00	4.197016e+00
-2.329564e+00	4.121859e+00
-2.339903e+00	4.046701e+00
-2.350242e+00	3.971543e+00
-2.360582e+00	3.896386e+00
-2.370921e+00	3.821228e+00
-2.381260e+00	3.746070e+00
-2.391599e+00	3.670913e+00
-2.401939e+00	3.625274e+00
-2.412278e+00	3.707553e+00
-2.422617e+00	3.789832e+00
-2.432956e+00	3.872110e+00
-2.443296e+00	3.954389e+00
-2.453635e+00	4.036668e+00
-2.463974e+00	4.118946e+00
-2.474313e+00	4.201225e+00
-2.484653e+00	4.283504e+00
-2.494992e+00	4.365782e+00
-2.505331e+00	4.342697e+00
-2.515670e+00	4.220634e+00
-2.526010e+00	4.098571e+00
-2.536349e+00	3.976508e+00
-2.546688e+00	3.854445e+00
-2.557027e+00	3.732382e+00
-2.567367e+00	3.610319e+00
-2.577706e+00	3.488256e+00
-2.588045e+00	3.366193e+00
-2.598384e+00	3.244130e+00
-2.608724e+00	3.373771e+00
-2.619063e+00	3.550024e+00
-2.629402e+00	3.726276e+00
-2.639742e+00	3.902529e+00
-2.650081e+00	4.078782e+00
-2.660420e+00	4.255034e+00
-2.670759e+00	4.431287e+00
-2.681099e+00	4.607540e+00
-2.691438e+00	4.783792e+00
-2.701777e+00	4.924459e+00
-2.712116e+00	4.893664e+00
-2.722456e+00	4.862869e+00
-2.732795e+00	4.832074e+00
-2.743134e+00	4.801278e+00
-2.753473e+00	4.770483e+00
-2.763813e+00	4.739688e+00
-2.774152e+00	4.708893e+00
-2.784491e+00	4.678098e+00
-2.794830e+00	4.647303e+00
-2.805170e+00	4.695476e+00
-2.815509e+00	4.822617e+00
-2.825848e+00	4.949758e+00
-2.836187e+00	5.076899e+00
-2.846527e+00	5.204040e+00
-2.856866e+00	5.331181e+00
-2.867205e+00	5.458322e+00
-2.877544e+00	5.585463e+00
-2.887884e+00	5.712603e+00
-2.898223e+00	5.839744e+00
-2.908562e+00	5.831190e+00
-2.918901e+00	5.794472e+00
-2.929241e+00	5.757755e+00
-2.939580e+00	5.721037e+00
-2.949919e+00	5.684320e+00
-2.960258e+00	5.647602e+00
-2.970598e+00	5.610885e+00
-2.980937e+00	5.574167e+00
-2.991276e+00	5.537450e+00
-3.001616e+00	5.520444e+00
-3.011955e+00	5.609881e+00
-3.022294e+00	5.699317e+00
-3.032633e+00	5.788754e+00
-3.042973e+00	5.878191e+00
-3.053312e+00	5.967628e+00
-3.063651e+00	6.057065e+00
-3.073990e+00	6.146502e+00
-3.084330e+00	6.235939e+00
-3.094669e+00	6.325376e+00
-3.105008e+00	6.425399e+00
-3.115347e+00	6.536691e+00
-3.125687e+00	6.647983e+00
-3.136026e+00	6.759274e+00
-3.146365e+00	6.870566e+00
-3.156704e+00	6.981858e+00
-3.167044e+00	7.093150e+00
-3.177383e+00	7.204442e+00
-3.187722e+00	7.315734e+00
-3.198061e+00	7.427026e+00
-3.208401e+00	7.391201e+00
-3.218740e+00	7.321426e+00
-3.229079e+00	7.251651e+00
-3.239418e+00	7.181876e+00
-3.249758e+00	7.112101e+00
-3.260097e+00	7.042326e+00
-3.270436e+00	6.972551e+00
-3.280775e+00	6.902776e+00
-3.291115e+00	6.833001e+00
-3.301454e+00	6.784985e+00
-3.311793e+00	6.869940e+00
-3.322132e+00	6.954895e+00
-3.332472e+00	7.039850e+00
-3.342811e+00	7.124805e+00
-3.353150e+00	7.209759e+00
-3.363489e+00	7.294714e+00
-3.373829e+00	7.379669e+00
-3.384168e+00	7.464624e+00
-3.394507e+00	7.549579e+00
-3.404847e+00	7.617897e+00
-3.415186e+00	7.667360e+00
-3.425525e+00	7.716824e+00
-3.435864e+00	7.766287e+00
-3.446204e+00	7.815750e+00
-3.456543e+00	7.865213e+00
-3.466882e+00	7.914677e+00
-3.477221e+00	7.964140e+00
-3.487561e+00	8.013603e+00
-3.497900e+00	8.063066e+00
-3.508239e+00	8.169840e+00
-3.518578e+00	8.291222e+00
-3.528918e+00	8.412604e+00
-3.539257e+00	8.533986e+00
-3.549596e+00	8.655368e+00
-3.559935e+00	8.776750e+00
-3.570275e+00	8.898132e+00
-3.580614e+00	9.019514e+00
-3.590953e+00	9.140896e+00
-3.601292e+00	9.250214e+00
-3.611632e+00	9.275083e+00
-3.621971e+00	9.299951e+00
-3.632310e+00	9.324820e+00
-3.642649e+00	9.349689e+00
-3.652989e+00	9.374558e+00
-3.663328e+00	9.399426e+00
-3.673667e+00	9.424295e+00
-3.684006e+00	9.449164e+00
-3.694346e+00	9.474033e+00
-3.704685e+00	9.494614e+00
-3.715024e+00	9.510022e+00
-3.725363e+00	9.525430e+00
-3.735703e+00	9.540838e+00
-3.746042e+00	9.556245e+00
-3.756381e+00	9.571653e+00
-3.766721e+00	9.587061e+00
-3.777060e+00	9.602469e+00
-3.787399e+00	9.617876e+00
-3.797738e+00	9.633284e+00
-3.808078e+00	9.694378e+00
-3.818417e+00	9.768263e+00
-3.828756e+00	9.842149e+00
-3.839095e+00	9.916035e+00
-3.849435e+00	9.989920e+00
-3.859774e+00	1.006381e+01
-3.870113e+00	1.013769e+01
-3.880452e+00	1.021158e+01
-3.890792e+00	1.028546e+01
-3.901131e+00	1.034355e+01
-3.911470e+00	1.027296e+01
-3.921809e+00	1.020237e+01
-3.932149e+00	1.013178e+01
-3.942488e+00	1.006119e+01
-3.952827e+00	9.990603e+00
-3.963166e+00	9.920015e+00
-3.973506e+00	9.849426e+00
-3.983845e+00	9.778837e+00
-3.994184e+00	9.708249e+00
-4.004523e+00	9.707065e+00
-4.014863e+00	9.795115e+00
-4.025202e+00	9.883166e+00
-4.035541e+00	9.971216e+00
-4.045880e+00	1.005927e+01
-4.056220e+00	1.014732e+01
-4.066559e+00	1.023537e+01
-4.076898e+00	1.032342e+01
-4.087237e+00	1.041147e+01
-4.097577e+00	1.049952e+01
-4.107916e+00	1.049099e+01
-4.118255e+00	1.045290e+01
-4.128595e+00	1.041481e+01
-4.138934e+00	1.037673e+01
-4.149273e+00	1.033864e+01
-4.159612e+00	1.030055e+01
-4.169952e+00	1.026246e+01
-4.180291e+00	1.022437e+01
-4.190630e+00	1.018628e+01
-4.200969e+00	1.015771e+01
-4.211309e+00	1.022118e+01
-4.221648e+00	1.028465e+01
-4.231987e+00	1.034812e+01
-4.242326e+00	1.041159e+01
-4.252666e+00	1.047505e+01
-4.263005e+00	1.053852e+01
-4.273344e+00	1.060199e+01
-4.283683e+00	1.066546e+01
-4.294023e+00	1.072893e+01
-4.304362e+00	1.071039e+01
-4.314701e+00	1.057948e+01
-4.325040e+00	1.044856e+01
-4.335380e+00	1.031765e+01
-4.345719e+00	1.018673e+01
-4.356058e+00	1.005582e+01
-4.366397e+00	9.924900e+00
-4.376737e+00	9.793984e+00
-4.387076e+00	9.663069e+00
-4.397415e+00	9.532153e+00
-4.407754e+00	9.465736e+00
-4.418094e+00	9.420818e+00
-4.428433e+00	9.375901e+00
-4.438772e+00	9.330983e+00
-4.449111e+00	9.286065e+00
-4.459451e+00	9.241148e+00
-4.469790e+00	9.196230e+00
-4.480129e+00	9.151312e+00
-4.490468e+00	9.106395e+00
-4.500808e+00	9.057765e+00
-4.511147e+00	8.965340e+00
-4.521486e+00	8.872914e+00
-4.531826e+00	8.780489e+00
-4.542165e+00	8.688063e+00
-4.552504e+00	8.595638e+00
-4.562843e+00	8.503212e+00
-4.573183e+00	8.410787e+00
-4.583522e+00	8.318361e+00
-4.593861e+00	8.225935e+00
-4.604200e+00	8.150760e+00
-4.614540e+00	8.100796e+00
-4.624879e+00	8.050832e+00
-4.635218e+00	8.000869e+00
-4.645557e+00	7.950905e+00
-4.655897e+00	7.900941e+00
-4.666236e+00	7.850977e+00
-4.676575e+00	7.801014e+00
-4.686914e+00	7.751050e+00
-4.697254e+00	7.701086e+00
-4.707593e+00	7.806421e+00
-4.717932e+00	7.967928e+00
-4.728271e+00	8.129435e+00
-4.738611e+00	8.290942e+00
-4.748950e+00	8.452448e+00
-4.759289e+00	8.613955e+00
-4.769628e+00	8.775462e+00
-4.779968e+00	8.936969e+00
-4.790307e+00	9.098475e+00
-4.800646e+00	9.244619e+00
-4.810985e+00	9.160315e+00
-4.821325e+00	9.076012e+00
-4.831664e+00	8.991708e+00
-4.842003e+00	8.907404e+00
-4.852342e+00	8.823100e+00
-4.862682e+00	8.738796e+00
-4.873021e+00	8.654492e+00
-4.883360e+00	8.570189e+00
-4.893700e+00	8.485885e+00
-4.904039e+00	8.415307e+00
-4.914378e+00	8.366140e+00
-4.924717e+00	8.316974e+00
-4.935057e+00	8.267808e+00
-4.945396e+00	8.218641e+00
-4.955735e+00	8.169475e+00
-4.966074e+00	8.120309e+00
-4.976414e+00	8.071142e+00
-4.986753e+00	8.021976e+00
-4.997092e+00	7.972810e+00
-5.007431e+00	7.945009e+00
-5.017771e+00	7.925568e+00
-5.028110e+00	7.906128e+00
-5.038449e+00	7.886688e+00
-5.048788e+00	7.867247e+00
-5.059128e+00	7.847807e+00
-5.069467e+00	7.828367e+00
-5.079806e+00	7.808926e+00
-5.090145e+00	7.789486e+00
-5.100485e+00	7.767764e+00
-5.110824e+00	7.699643e+00
-5.121163e+00	7.631523e+00
-5.131502e+00	7.563403e+00
-5.141842e+00	7.495283e+00
-5.152181e+00	7.427163e+00
-5.162520e+00	7.359043e+00
-5.172859e+00	7.290922e+00
-5.183199e+00	7.222802e+00
-5.193538e+00	7.154682e+00
-5.203877e+00	7.083971e+00
-5.214216e+00	7.008941e+00
-5.224556e+00	6.933912e+00
-5.234895e+00	6.858883e+00
-5.245234e+00	6.783853e+00
-5.255574e+00	6.708824e+00
-5.265913e+00	6.633794e+00
-5.276252e+00	6.558765e+00
-5.286591e+00	6.483735e+00
-5.296931e+00	6.408706e+00
-5.307270e+00	6.343173e+00
-5.317609e+00	6.281649e+00
-5.327948e+00	6.220126e+00
-5.338288e+00	6.158602e+00
-5.348627e+00	6.097079e+00
-5.358966e+00	6.035555e+00
-5.369305e+00	5.974032e+00
-5.379645e+00	5.912508e+00
-5.389984e+00	5.850984e+00
-5.400323e+00	5.788509e+00
-5.410662e+00	5.696514e+00
-5.421002e+00	5.604519e+00
-5.431341e+00	5.512524e+00
-5.441680e+00	5.420530e+00
-5.452019e+00	5.328535e+00
-5.462359e+00	5.236540e+00
-5.472698e+00	5.144545e+00
-5.483037e+00	5.052551e+00
-5.493376e+00	4.960556e+00
-5.503716e+00	4.941280e+00
-5.514055e+00	5.051632e+00
-5.524394e+00	5.161985e+00
-5.534733e+00	5.272337e+00
-5.545073e+00	5.382689e+00
-5.555412e+00	5.493042e+00
-5.565751e+00	5.603394e+00
-5.576090e+00	5.713747e+00
-5.586430e+00	5.824099e+00
-5.596769e+00	5.934452e+00
-5.607108e+00	5.992680e+00
-5.617447e+00	6.027216e+00
-5.627787e+00	6.061752e+00
-5.638126e+00	6.096287e+00
-5.648465e+00	6.130823e+00
-5.658805e+00	6.165359e+00
-5.669144e+00	6.199895e+00
-5.679483e+00	6.234430e+00
-5.689822e+00	6.268966e+00
-5.700162e+00	6.303014e+00
-5.710501e+00	6.306309e+00
-5.720840e+00	6.309604e+00
-5.731179e+00	6.312899e+00
-5.741519e+00	6.316194e+00
-5.751858e+00	6.319489e+00
-5.762197e+00	6.322784e+00
-5.772536e+00	6.326079e+00
-5.782876e+00	6.329374e+00
-5.793215e+00	6.332670e+00
-5.803554e+00	6.304308e+00
-5.813893e+00	6.215511e+00
-5.824233e+00	6.126714e+00
-5.834572e+00	6.037916e+00
-5.844911e+00	5.949119e+00
-5.855250e+00	5.860322e+00
-5.865590e+00	5.771525e+00
-5.875929e+00	5.682728e+00
-5.886268e+00	5.593931e+00
-5.896607e+00	5.505133e+00
-5.906947e+00	5.438476e+00
-5.917286e+00	5.382631e+00
-5.927625e+00	5.326786e+00
-5.937964e+00	5.270941e+00
-5.948304e+00	5.215096e+00
-5.958643e+00	5.159251e+00
-5.968982e+00	5.103406e+00
-5.979321e+00	5.047561e+00
-5.989661e+00	4.991716e+00
-6.000000e+00	4.935872e+00
